Name,PGC,RA,Dec,Dis,e_Dis_min,e_dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type
ESO324-024,PGC47171,201.9099,-41.4783,3.698281797802662,0.0841831714065302,0.08614404936827169,-1,514.0,2.0,-1,TRGB,Gxy
NGC5237,PGC48139,204.4128,-42.8469,3.2508729738543423,0.014936404558063554,0.01500534786901575,-1,360.0,8.0,-1,TRGB,Gxy
NGC5128,PGC46957,201.3672,-43.0181,3.5974933515574254,0.0656616536378527,0.06688239492090764,-1,552.0,6.0,-1,TRGB,Gxy
ESO269-068,PGC45917,198.2985,-43.2649,3.6475394692560754,0.033440842859943753,0.03375026716923557,-1,647.0,96.0,-1,TRGB,Gxy
NGC5643,PGC51969,218.1696,-44.1745,12.13388850464978,0.5993559264388448,0.6304995834636671,-1,1189.0,14.0,-1,TRGB,Gxy
ESO272-025,PGC52591,220.8561,-44.7051,3.8194427084004663,0.1550669619221332,0.16162899713450596,-1,629.0,3.0,-1,TRGB,Gxy
ESO269-066,PGC45916,198.2865,-44.89,3.664375746478333,0.0335951987773182,0.03390605132432878,-1,784.0,31.0,-1,TRGB,Gxy
PGC046663,PGC46663,200.4461,-45.0624,3.8725764492161745,0.1055384593770814,0.10849525631879775,-1,741.0,15.0,-1,TRGB,Gxy
PGC051659,PGC51659,217.0149,-46.3052,3.5318316979195674,0.35495762726979985,0.39461765607642896,-1,392.0,2.0,-1,TRGB,Gxy
ESO269-037,PGC45104,195.8883,-46.5869,3.07609681474071,0.09758038531151891,0.10077725590906317,-1,744.0,6.0,-1,TRGB,Gxy
PGC3097113,PGC3097113,207.8286,-46.9735,5.597576014951097,0.30094157603452487,0.3180403268036409,-1,529.0,5.0,-1,TRGB,Gxy
ESO269-058,PGC45717,197.6371,-46.992,3.664375746478333,0.016836277222257667,0.016913989946984564,-1,400.0,8.0,-1,TRGB,Gxy
NGC5206,PGC47762,203.4336,-48.1512,3.1332857243155865,0.014396140221651255,0.014462589785732227,-1,582.0,6.0,-1,TRGB,Gxy
ESO215-009,PGC490287,164.375,-48.1839,5.345643593969718,0.07334497974149201,0.07436531004652469,-1,597.0,2.0,-1,TRGB,Gxy
ESO223-009,PGC53639,225.2858,-48.2918,6.165950018614819,0.056529769559099385,0.057052833076773446,-1,588.0,2.0,-1,TRGB,Gxy
ESO238-005,PGC68672,335.6269,-48.404,7.834296427662114,0.17833035854955614,0.1824842062146761,-1,706.0,3.0,-1,TRGB,Gxy
ESO222-010,PGC52125,218.7626,-49.4217,3.07609681474071,0.12488758807432232,0.13017250976475703,-1,621.0,4.0,-1,TRGB,Gxy
NGC7090,PGC67045,324.1205,-54.5576,9.289663867799362,0.25316913057634416,0.2602619924149927,-1,851.0,4.0,-1,TRGB,Gxy
PGC020125,PGC20125,106.3238,-58.5189,5.176068319505678,0.25567296269116646,0.2689582089185336,-1,564.0,4.0,-1,TRGB,Gxy
ESO137-018,PGC57888,245.2464,-60.4876,5.72796030985829,0.20718591705071354,0.21496127629743,-1,606.0,5.0,-1,TRGB,Gxy
IC4951,PGC64181,302.3821,-61.8506,8.994975815300352,0.561628237657601,0.5990304998589799,-1,814.0,3.0,-1,TRGB,Gxy
NGC6744,PGC62836,287.4412,-63.8577,9.162204901219992,0.4123671489456413,0.4318014139393398,-1,852.0,16.0,-1,TRGB,Gxy
ESO104-044,PGC62869,287.8461,-64.219,9.506047936562817,0.7562101842884541,0.8215661210511573,-1,776.0,8.0,-1,TRGB,Gxy
IC4662,PGC60849,266.7892,-64.6391,2.4888573182823914,0.022817981048051106,0.023029113227188702,-1,306.0,3.0,-1,TRGB,Gxy
ESO104-022,PGC62572,283.9215,-64.8114,8.749837752274363,0.23845737025059144,0.24513806302598873,-1,796.0,4.0,-1,TRGB,Gxy
IC4710,PGC61922,277.1581,-66.9822,7.211074791828994,0.1965218076292805,0.20202762118017326,-1,739.0,4.0,-1,TRGB,Gxy
ESO059-001,PGC21199,112.8269,-68.1875,4.5289757990362105,0.06213987752657868,0.06300432933248068,-1,530.0,4.0,-1,TRGB,Gxy
IC5052,PGC65603,313.0212,-69.2014,5.370317963702524,0.14635607371132675,0.1504564291050423,-1,589.0,3.0,-1,TRGB,Gxy
NGC2915,PGC26761,141.5493,-76.6264,4.187935651179182,0.057460631277571395,0.05825998828394763,-1,465.0,3.0,-1,TRGB,Gxy
HIPASSJ1247-77,PGC3994669,191.8908,-77.5826,3.388441561392023,0.25515583707644174,0.2759341850863102,-1,413.0,4.0,-1,TRGB,Gxy
