,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
26,PGC021614,PGC21614,115.632,16.5612,7.798301105232589,0.1069967023664952,0.1084851747656685,CF4,485.51335986806055,4.0,LEDA,,,2.018159120666083,0.005044830012571638,0.059674503481457725,1.5110863491587283,8.526497787329037,0.11896418084855576,0.12044562314004281,1900.3786773991703,89.69147648930482,90.37142131304351,758.8667805056103,12.999049131466336,13.10538918614202
27,UGC04115,PGC22277,119.259,14.391,7.691304402866094,0.1055286525742618,0.1069967023664952,CF4,572.7532403128564,6.0,LEDA,,,2.0814622126359175,0.004383749288150523,0.12270566413884758,1.447780634107508,8.2018109303125,0.11430482243283357,0.11573977652490619,2006.5504808194542,117.74140000236798,118.69439255395442,797.5985796191464,14.318555441716853,14.393573191161067
28,ESO495-021,PGC24171,129.0633,-26.4093,8.053784411990671,0.2554833067580819,0.2638532990360431,CF4,1134.073228223786,9.0,LEDA,,,2.2525795284891976,-0.008044732824373122,0.29003625534318356,1.2765316055120908,7.873665119037098,0.2359783523938166,0.24396604630788854,2327.333146797551,517.1790540192219,530.4734837857624,1159.573228388468,15.31110262484458,15.051973462777596
29,ESO496-010,PGC24781,132.2749,-26.3215,8.394599865193978,0.3036408734101439,0.315036034366825,CF4,1095.366077835664,10.0,LEDA,,,2.3086325227462474,-0.00801798741491585,0.3431917121920535,1.2204834355192733,7.95615847218941,0.27614440900563064,0.28719726707939586,3205.4137541144014,1291.9302585550524,1333.470575713001,1076.8811919168118,17.334210614302037,17.11645100646524
30,NGC2835,PGC26259,139.4703,-22.3546,11.857687481671608,0.8929055202397631,0.9656183448886236,CF4,1201.6332837974085,2.0,LEDA,,,2.4342159437442477,-0.006809600572363956,0.4581163655674955,1.0949213690595532,10.644683360589259,0.8450172686510005,0.9260990063949741,-1816.6993135598498,1544.8312587033722,1673.2004548469185,1022.152274535392,16.875402583687105,16.470024258493595
31,NGC2915,PGC26761,141.5493,-76.6264,4.187935651179182,0.0574606312775713,0.0582599882839476,CF4,584.4851684046305,3.0,LEDA,,,2.470501338893209,-0.023341736255544247,0.49013451638208216,1.0585522561422174,4.111497324584065,0.058639440092264294,0.05926132067748657,1125.5924704008376,123.48646033872423,124.49118590183417,690.6384472549095,10.988124660535732,10.795714936155377
32,NGC2903,PGC27077,143.0421,21.5014,8.953647655495944,0.3635124404419798,0.3788953524739735,CF4,847.4794086227656,2.0,LEDA,,,2.496555613966981,0.006549700989801936,0.5124413703582066,1.032770913419066,7.715598410572165,0.32832321830513767,0.34849328453464956,-4435.9454876984555,4301.075424772443,4511.787998211904,694.3318975354956,14.980025234995992,14.619672565903215
33,UGC05086,PGC27115,143.2034,21.4657,8.27942163712334,0.3361392898805242,0.3503638405463611,CF4,799.9850412579332,34.0,LEDA,,,2.4993708300504474,0.00653882614791555,0.5148565558445742,1.0299560114111963,7.104883234425583,0.294754401117471,0.3142109335313803,-8763.095072878014,16335.920104445926,17167.19008862673,667.5382932663672,44.157885761087186,42.73643250095313
34,PGC2806961,PGC2806961,137.2236,14.5829,9.3756200692588,0.4631106879213451,0.4871747870533003,CF4,611.2118287850928,6.0,LEDA,,,2.3950036314396907,0.004442205371007593,0.4227914921000611,1.1342728667229478,8.496462223743947,0.4188528939100511,0.4459922293006411,-238379.56495487277,7901114.2667196775,8339956.284106365,552.6447030250082,22.164457765235397,22.53894655695251
35,PGC2807061,PGC2807061,105.1176,-4.2071,6.516283940608428,0.2645570128515695,0.2757523855634183,CF4,459.7232192575482,4.0,LEDA,,,1.8346482217943914,-0.0012815559467846617,-0.12339584840821187,1.6945074890717988,8.022728925147542,0.2654037984694151,0.27628846533195883,1454.8745867102998,90.68276653510287,93.19931881430527,877.4021806677424,17.766449359984904,17.733925974874182
36,PGC2807065,PGC2807065,116.525,-28.4263,5.675446054085469,0.230419525661258,0.2401702876692688,CF4,714.9265952546151,7.0,LEDA,,,2.0337449108863925,-0.008659146160082915,0.07538502672345654,1.4953397159009068,6.662905874213062,0.21653666302306718,0.2257916195105052,1421.9610142499835,104.63249682481914,107.54308179871278,1001.6196590358559,17.5686145731612,17.05736711760926
37,PGC2807150,PGC2807150,208.6396,4.2444,2.5468302525850426,0.2873944823640655,0.3239503294396515,CF4,558.8948449545392,3.0,LEDA,,,3.641447970043961,0.0012929181765427057,0.9936174736482313,0.11304271203083609,1.4427888695037454,0.36017422060844595,0.33439527539997616,254.15620947920306,363.77740052393256,349.58025180054426,256.6326594172487,11.997125315255573,10.946181009920394
38,KKs54,PGC2815821,200.3829,-31.8864,3.75,0.1,0.1,-10,907.3614473530182,11.0,-7,stars,Tr,3.4973413696945457,-0.009713152894286904,0.9994907701447109,0.03191466999150274,0.2299658540964468,0.10152905560268688,0.14430451747317016,-120.03466336547798,2195.355208337474,3070.189720000646,-72.46980308675442,33.95373679177095,75.49038451989706
39,KKs55,PGC2815822,200.55,-42.7311,3.85,0.07,0.07,-1,787.248317724909,14.0,-7,stars,Sph,3.500257814874628,-0.013016637426647822,0.9995812660282505,0.028940048308054134,0.14711554775535954,0.034572946989708725,0.10343146758119823,26.757301514804603,579.6967127238785,1595.5518241919222,28.6639027635671,22.679384428582953,16.77639499081986
40,KKs57,PGC2815823,205.4079,-42.5797,3.84,0.47,0.47,-1,755.6131193941338,17.0,-7,stars,Sph,3.5850441646072606,-0.012970518349292116,0.9984397207064961,0.05586922601315438,0.24120707605690864,0.02386378972124989,0.4250090199977332,109.09259707280208,1336.3931142019537,14112.393404139351,60.38881574940034,104.79995288251357,25.215742905526845
41,KKs58,PGC2815824,206.5031,-36.3289,3.36,0.1,0.1,-10,734.530721805206,5.0,-7,stars,dSph,3.6041590105751022,-0.011066415781689357,0.9971903883827159,0.07497904049543676,0.6450440456475441,0.13848773890036514,0.1465527939422263,78.11990082150427,241.07341707504918,253.1220105254957,87.6956022908594,14.615223443301915,13.291070805874952
42,UGC05288,PGC28378,147.8208,7.8283,11.27197456175511,0.6550189897678518,0.6954307513173266,CF4,888.4409310872406,12.0,LEDA,,,2.579959662932034,0.0023846365473162907,0.5822453827731454,0.9493085546056678,9.531038446676249,0.6288101548049028,0.6752241434615485,-1044.9917935513154,507.2162097030887,537.1816525993333,615.6382145040276,27.615385888870946,27.636066845042706
43,UGC05373,PGC28913,150.0001,5.3322,1.3995873225726183,0.0192030579697339,0.0194701991164747,CF4,644.6371471122782,2.0,LEDA,,,2.617995623320746,0.0016242810057866875,0.6127462841430775,0.9112653192741038,3.279056433723527,0.06132228385765126,0.06205474429874425,434.8826616858803,32.501464123448024,32.73055718094735,557.2434581781262,12.228277533242476,12.20676575233631
44,PGC029033,PGC29033,150.4092,-8.2485,9.727472237769655,1.097686760099954,1.2373097236622073,CF4,797.9377393139303,3.0,LEDA,,,2.625135765290655,-0.0025126367871106657,0.6184208212221837,0.9040647405677487,7.919929276239634,1.0084703965635997,1.1701498318433838,-1188.9578960219371,1189.5539236848465,1356.0634569507824,523.9202946564968,33.95887082600365,35.623320783132044
45,NGC3109,PGC29128,150.7786,-26.1595,1.3061708881318403,0.0530297131904253,0.0552737943341083,CF4,736.766113433978,2.0,LEDA,,,2.6315830115475225,-0.007968639392910403,0.6235213436163255,0.8975575569544358,3.2924135477402063,0.07465732603708997,0.07569275542786968,362.901699872236,32.99242772727549,33.373370194686665,506.6453583593051,17.47821348856968,17.757824262839108
46,PGC029194,PGC29194,151.0165,-27.332,1.3365955165464416,0.0601567077350992,0.0629918060261767,CF4,692.7618968588017,3.0,LEDA,,,2.6357351498380166,-0.00832580331761032,0.626764337014497,0.8934025830199046,3.276666063868084,0.07679409105682788,0.0779728044815804,390.4439852143433,36.739921233121706,37.22842918350285,522.5752640763494,17.79754786131963,17.99938887016424
47,UGC05456,PGC29428,151.8324,10.362,10.28016298126473,0.9904991134653685,1.0961098769695674,CF4,879.9506126410895,3.0,LEDA,,,2.6499752912050387,0.0031564457038298745,0.6376774996134236,0.8793168839243508,8.338177225798969,0.9292189980391763,1.050260591760539,-776.8901562919933,585.5674449222176,651.0753983078696,567.564820323413,27.914411855884282,28.888686840093783
48,PGC029653,PGC29653,152.7533,-4.6928,1.4125375446227544,0.0510928621568034,0.053010296333156,CF4,679.8370314022465,1.0,LEDA,,,2.6660480282866543,-0.001429508627575066,0.6500307197368403,0.8631714651647999,3.2110048064965344,0.07382077316042279,0.07495786764000556,384.60539421189384,35.18523996501086,35.61202511484347,514.3238891701477,15.672124275543808,15.833176162778841
49,PGC3097113,PGC3097113,207.8286,-46.9735,5.597576014951097,0.3009415760345248,0.3180403268036409,CF4,753.7538255693191,5.0,LEDA,,,3.6272933498102873,-0.014308946368350957,0.9951887849198248,0.09813335826993284,1.716161477477265,0.3467059492422355,0.36771025841552185,-57.27012579499606,94.10104454310064,98.81539551989458,-27.82164434246713,16.441456312288338,17.85429529674091
50,PGC3097708,PGC3097708,189.3995,-8.8671,9.549925860214357,0.429817466655269,0.4500741397856451,CF4,1448.8791128391624,5.0,LEDA,,,3.305644876631,-0.002701073122990724,0.9750790443211125,0.22371927999991453,5.7704961250102915,0.4793416825231427,0.5003609278255352,654.0594838668453,206.3700770359351,214.70854057917128,683.9089846598201,13.664396389752937,13.5455409292166
51,UGC05797,PGC31693,159.855,1.7185,10.185913880541165,0.9814181630094492,1.0860606812139295,CF4,1068.0490537138703,2.0,LEDA,,,2.789996075775535,0.0005234850359034587,0.7389594828540462,0.7392716463726818,7.741562740968637,0.9380850839777892,1.0576230781985965,-32.737044768681514,40.52240362494821,42.85121078924253,630.9001756029683,23.463727232515566,23.958771543564467
52,ESO376-016,PGC31961,160.8636,-37.0439,6.760829753919814,0.3042874635732682,0.3186280899215647,CF4,986.0949623665632,6.0,LEDA,,,2.8075994666111503,-0.011284217236836855,0.750795964532412,0.721530040123781,4.606882759942917,0.25945866407699114,0.2830228546005218,-260.72374717795896,234.52350853476307,247.72555294924987,615.6675841554046,18.974421719588463,17.199921222411263
53,NGC3351,PGC32007,160.9904,11.7035,9.727472237769655,0.1334659226103234,0.1353226185424603,CF4,1124.85867581917,2.0,LEDA,,,2.809812544102679,0.0035650899724737443,0.7521216330120403,0.7195207801706937,7.243282937733343,0.15149396862476205,0.15444283804488101,89.44322222739684,31.063697590543768,31.232693472087433,675.4747041669292,9.995283604719134,9.813375859648659
54,NGC3368,PGC32192,161.6904,11.8198,10.91440336448757,0.4431178839785694,0.4618694937467449,CF4,1239.127951706566,2.0,LEDA,,,2.8220298488666398,0.003600516978394938,0.7601142468441452,0.7073074085278989,8.320748269619928,0.4503904896449855,0.4723584336842954,262.8782162017592,82.28928216915283,85.1260500983779,758.1802513511617,13.127652141992826,12.958728513710298
55,NGC3377,PGC32249,161.9265,13.9856,10.185913880541165,0.0933850197743204,0.0942491007235659,CF4,1026.5608256463815,11.0,LEDA,,,2.826150571230598,0.004260257386168992,0.7627748314739636,0.7032030104411555,7.616960344987041,0.11734570272045364,0.11885955599173403,-42.53392575119673,36.25252001304255,36.29007166740586,563.3379615879101,18.322318164732565,18.145103610070123
56,ESO318-013,PGC32250,161.9232,-38.8537,6.760829753919814,0.123399049900728,0.1256932095229395,CF4,1026.7613612167393,7.0,LEDA,,,2.8260929753652824,-0.01183551384316684,0.7628832749328487,0.7030352971349351,4.536373249422752,0.11611553325979873,0.12146578241675687,-78.8760849966174,75.27890078906555,76.11594517061798,634.0140514005103,13.920926294366495,13.016947291700717
57,NGC3379,PGC32256,161.9566,12.5816,11.066237839776658,0.1014558783448134,0.102394638028942,CF4,1253.7010849446428,6.0,LEDA,,,2.8266759153354486,0.0038325745287884527,0.7631207778699003,0.7026678708046644,8.44981198666617,0.12794960450058213,0.12941019304646062,286.0115388933413,44.35813018675914,44.564531671165355,766.8665247581113,12.988689065573794,12.842822416043987
58,NGC3384,PGC32292,162.0705,12.6294,9.204495717531715,0.0843873239726136,0.0851681502676466,CF4,908.672493532883,6.0,LEDA,,,2.82866384535347,0.0038471352414542574,0.7644034146160821,0.7006808186943909,6.691442263993725,0.10493303758971262,0.1065472389901645,-237.66462328490084,50.1460939573944,50.42558233418886,468.85346441493925,14.019893634314428,13.855468468805668
59,NGC3621,PGC34554,169.5687,-32.814,6.8233869414167,0.2770252007439451,0.2887481951165949,CF4,1060.0171547125967,3.0,LEDA,,,2.959532123326509,-0.009995716012881057,0.8421081405884505,0.5696159836897965,4.097238243660588,0.2577945758596041,0.27741375902751386,200.7153394041667,124.61202062648742,130.9250489789068,552.2536773511011,15.094476443955045,13.764375040105733
60,NGC3627,PGC34695,170.0625,12.991,11.015393095414156,0.4957743571819328,0.5191394827967795,CF4,1067.5751832533042,2.0,LEDA,,,2.9681505591728565,0.003957284900449131,0.84659354674041,0.5612442127507288,7.957946662992585,0.5163004151850252,0.5425353533676187,147.0115254143443,51.05195600260609,52.79819351196146,485.8313088675115,14.237659498679136,14.398191422542595
61,ESO320-014,PGC36014,174.4716,-39.2206,5.861381645140288,0.1069822717687163,0.1089712206980788,CF4,964.3148088013904,4.0,LEDA,,,3.0451038712225387,-0.011947277974486581,0.8851216316212575,0.48404100951116164,2.9977542325667077,0.10673221611520978,0.11294458059157719,118.461162736448,73.62399946780351,75.63167924870362,428.70523304518,12.683443629550197,11.58433947889813
62,ESO379-007,PGC37369,178.6798,-33.5588,5.321082592667939,0.1687961468503775,0.1743261459083047,CF4,966.7376225082278,3.0,LEDA,,,3.118550816804964,-0.010222595067138195,0.9168785974233888,0.41060725200005066,2.320410171257876,0.14133762344932732,0.15779020785720022,203.61720205320802,190.60076104198905,205.424589755466,386.2368590039643,12.617712246403812,9.773570181529578
63,ESO572-034,PGC37727,179.742,-19.0299,10.28016298126473,0.3718435323370528,0.3857982310378318,CF4,1467.6425965938854,4.0,LEDA,,,3.1370897041196475,-0.005796839036799086,0.9241001087274108,0.39212228664149357,6.804148007253489,0.4100026170248663,0.4253443648520667,675.8971991866529,161.9675085703038,167.27197698418198,774.4047764699789,12.996764593828857,12.807106792275363
64,ESO379-024,PGC38252,181.2362,-35.7431,5.345643593969718,0.2405935942156567,0.2519324209813893,CF4,947.59779579826,6.0,LEDA,,,3.163168413802947,-0.010887970897178302,0.9337702568326388,0.3659890690031099,2.180891495675546,0.2009604465881223,0.2299382979088178,167.54358596198765,205.62791320275812,226.38227685913938,336.0976338883666,18.953428781314813,15.081544889623501
65,ESO321-014,PGC39032,183.4571,-38.231,3.2508729738543423,0.1463133857259904,0.1532089231556668,CF4,916.0788483071792,3.0,LEDA,,,3.201930431160489,-0.011645828575865658,0.9469373286530984,0.327226837388686,1.3571746323408767,0.07832965573940642,0.10153563426219692,-98.83799701726974,85.90823110871085,100.40142971813025,186.4410122139557,38.333831020603185,37.650226394727355
66,IC3104,PGC39573,184.692,-79.7259,2.301441817408507,0.0210997454080899,0.0212949789485978,CF4,535.7189501910584,4.0,LEDA,,,3.223483502093367,-0.02428589794817315,0.9535783093292275,0.30589333587326484,1.8821208471487125,0.07099976334547309,0.07186852974576197,315.7303389639958,68.84827216648205,69.46348693952956,332.32509375681883,11.520296517220686,11.256834414536002
67,HIPASSJ1247-77,PGC3994669,191.8908,-77.5826,3.388441561392023,0.2551558370764417,0.2759341850863102,CF4,528.8286186479479,4.0,LEDA,,,3.349126264285935,-0.023633011432344298,0.9837713622800962,0.18040356680285077,0.8619637926383317,0.14710454660596783,0.21739974294825548,400.8462633524636,1035.1352267273555,1438.174214450256,268.3508067325166,73.6019073364183,33.51513537705938
68,NGC4298,PGC39950,185.3867,14.6061,14.521116175877411,1.27770082393077,1.4009710946342704,CF4,1455.9413791097152,5.0,LEDA,,,3.2356083044069717,0.004449272495146644,0.9570855678734369,0.29402358863091516,10.806549571687732,1.3238818511682506,1.448617680730015,639.55241995805,236.77988419883056,257.61867792770295,706.8773198129873,14.75712489275088,14.910328367659986
69,PGC040045,PGC40045,185.5317,15.7992,9.078205301781855,1.0244208897911982,1.1547246210256912,CF4,1622.8637665341607,2.0,LEDA,,,3.2381390318223637,0.004812711538694166,0.9578088152508837,0.29151758560006913,5.420040596706327,1.0470399341365404,1.1863838259930821,855.6660767306162,638.5376251373132,719.6153955453043,881.9089750223625,11.894962922719856,10.097931060735732
70,NGC4328,PGC40209,185.8333,15.8205,14.521116175877411,1.5194203955445076,1.6969847977118668,CF4,802.2492864259143,10.0,LEDA,,,3.2434029448463786,0.004819199889735623,0.9593057831204388,0.28626300835511065,10.794775312356013,1.5644763765371241,1.744029879621955,-37.61097753102081,34.57429909481674,36.33717695137996,53.86154633085853,20.99884409343767,21.65567225479446
