,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
68,NGC4298,PGC39950,185.3867,14.6061,14.521116175877411,1.27770082393077,1.4009710946342704,CF4,1129.0,5.0,LEDA,,,3.2356083044069717,0.004449272495146644,0.9570855678734369,0.29402358863091516,10.806549571687732,1.3238818511682506,1.448617680730015,582.1485047970368,216.78110055148684,235.74947942468796,621.2812195245921,13.817501568319358,13.809319907180907
69,PGC040045,PGC40045,185.5317,15.7992,9.078205301781855,1.0244208897911982,1.1547246210256912,CF4,1299.0,2.0,LEDA,,,3.2381390318223637,0.004812711538694166,0.9578088152508837,0.29151758560006913,5.420040596706327,1.0470399341365404,1.1863838259930821,798.4377417554466,596.593904481182,672.2490621081722,793.1346898936824,10.54488113767377,9.159377839954459
70,NGC4328,PGC40209,185.8333,15.8205,14.521116175877411,1.5194203955445076,1.6969847977118668,CF4,479.0,10.0,LEDA,,,3.2434029448463786,0.004819199889735623,0.9593057831204388,0.28626300835511065,10.794775312356013,1.5644763765371241,1.744029879621955,-91.72309624359696,56.830542070049574,61.12972879472032,-27.113650196618448,19.958388725541763,20.400006608720194
71,UGC07512,PGC40563,186.4212,2.1593,11.587773561551264,0.4191410837456395,0.4348707846228556,CF4,1505.0,2.0,LEDA,,,3.253663735518853,0.0006577603945454399,0.9622081931053814,0.27579801341121274,7.866053892387872,0.4691416241355846,0.48522378199648575,986.6355405748403,197.49113048527423,203.8427037618702,992.2670105676325,9.594012207096739,9.42619304612947
72,NGC4413,PGC40705,186.6342,12.6106,14.723125024327189,0.2687273168679063,0.273723330696539,CF4,95.0,4.0,LEDA,,,3.2573812868256007,0.003841408433962267,0.9631678949143762,0.2722515495771657,10.975308685931372,0.32272395168586065,0.32753915600420136,-485.54562084823823,53.14860624742916,53.77254139604628,-413.1505828747542,12.317754504583036,12.339121485835506
73,6dFJ0956376-092911,PGC4078671,149.1567,-9.4863,9.162204901219992,0.4525690016591888,0.4760853350197056,CF4,621.0,41.0,LEDA,,,2.6032755164094263,-0.002889692229322654,0.6011010708807323,0.9259181678654461,7.487135549819271,0.4185189008338055,0.4483395445579186,-819.5081447102688,607.357673837791,634.7132015246618,449.6414635319679,48.723006755311644,47.21571055370168
74,NGC4455,PGC41066,187.1837,22.8215,6.456542290346557,0.2621315395787409,0.2732242724966216,CF4,643.0,3.0,LEDA,,,3.2669718710653095,0.00695182644566237,0.9656447391569233,0.26288323323398083,2.8390828373302184,0.2890308597867137,0.3051975135193823,94.89859438472763,69.47861102407546,72.34038045970064,160.50347719553395,13.502707291938407,13.353211668281318
75,PGC041395,PGC41395,187.7652,1.6758,9.204495717531715,0.5747102398620143,0.6129837126681341,CF4,1105.0,4.0,LEDA,,,3.277120960665657,0.0005104778720785662,0.9683256742345626,0.2523607066682675,5.474288835154361,0.617508777648955,0.6579863823732337,579.1565773623436,253.9740055217152,269.42141045164163,592.9103388112107,12.154511826529756,11.734176259273
76,NGC4437,PGC41618,188.1895,0.1146,8.165823713585919,0.4390178626289032,0.4639617640837823,CF4,1128.0,2.0,LEDA,,,3.284526392681869,3.49091563075568e-05,0.9701516819512344,0.24494080270446217,4.443267768368929,0.48001355389409595,0.5074777596595235,614.3596965205707,284.09002672899004,299.21686932728153,614.2442374883439,9.479637455673583,9.200898056755591
77,PGC042120,PGC42120,189.3085,-10.4979,9.594006315159332,0.3043424473599696,0.314313133768346,CF4,756.0,8.0,LEDA,,,3.3040566270116853,-0.003197843211178888,0.9747302639871723,0.22528597670365122,5.816340319622048,0.3555864893718095,0.3658917570405018,207.11274916578398,61.83697102876612,63.12651570708014,241.2199547907289,16.445543640042246,16.41830079776699
78,NGC4592,PGC42336,189.8281,-0.532,8.669618757582173,0.3519810465554585,0.3668759796408452,CF4,1068.0,2.0,LEDA,,,3.313125357805048,-0.000162056467326529,0.9766831180100821,0.21637034221205323,4.8909863305518515,0.4007784958672529,0.4165611541381118,539.3188581535819,180.14590883029797,186.70279787083223,548.4705977341764,9.928166381993833,9.695400639819582
79,NGC4594,PGC42407,189.9976,-11.623,9.120108393559102,0.3298832252502475,0.3422632200988236,CF4,1087.0,5.0,LEDA,,,3.3160836908871785,-0.0035405682701809137,0.9773472259423545,0.21325486713217204,5.330762754760613,0.3806009244851358,0.3934960823087934,555.7298285063438,159.23348990817746,164.10885456672727,566.1697089906473,12.91796070258465,12.749212481072732
80,NGC4600,PGC42447,190.0958,3.1177,9.078205301781855,0.2879801334730167,0.297414767476944,CF4,852.0,30.0,LEDA,,,3.3177976042126365,0.0009497057296690214,0.9776603056393441,0.21177049107071966,5.287260801308017,0.3393253989819991,0.3491369808074367,309.46692004485845,113.12021927236471,115.21663717211118,333.79034742603477,38.03507700546339,37.873970676423255
81,ESO381-018,PGC42936,191.1772,-35.9666,5.321082592667939,0.1211226273327836,0.1239439357562721,CF4,620.0,8.0,LEDA,,,3.3366715947437036,-0.010956052890500632,0.9815293335862079,0.19249835883079672,1.6341396806970403,0.1509539730564986,0.15852887930832393,82.05961551378066,86.1441687344866,89.07477496604282,124.10511894212551,16.79387257762697,15.907168690837707
82,ESO381-020,PGC43048,191.5017,-33.8381,5.345643593969718,0.1216817039785205,0.1245160349700009,CF4,588.0,3.0,LEDA,,,3.342335188166425,-0.010307674712484624,0.9825960454352701,0.18684042986849156,1.6423250753698406,0.1534454510003953,0.1607130290529757,41.945815843507745,47.12343373133899,48.530252112363954,92.65090101100999,12.92134480127963,12.602613669174744
83,PGC043072,PGC43072,191.5638,10.2055,9.418895965228415,0.9075155832046456,1.0042783287046235,CF4,1136.0,2.0,LEDA,,,3.343419037631913,0.003108773077633255,0.9826840439064359,0.18636610135180529,5.5907047205634495,0.954088014140205,1.0533660237210452,602.0591032235963,373.699813611023,411.093347752882,609.0974843045828,10.356564397231296,9.939575960865227
84,SDSSJ124936.90+215505.7,PGC4343356,192.4035,21.9178,6.338697112569274,0.2852883650301372,0.2987335914498237,CF4,539.0,4.0,LEDA,,,3.35807456736091,0.006676543683401121,0.9852252039178873,0.17211230371172928,2.543842663302199,0.32641909598581664,0.34322632548165144,-14.728099630214574,23.8394133860835,24.357705616989143,27.34811354634023,14.564906117718111,14.983132293389389
85,PGC043851,PGC43851,193.4868,-12.1059,8.953647655495944,0.5590477903019657,0.5962782047184252,CF4,823.0,2.0,LEDA,,,3.3769817191477642,-0.0036876680221959155,0.9884070159980808,0.1524168826260738,5.090256016038425,0.611621566919827,0.649604479078544,279.24525574721963,132.76147855328205,140.31323794827244,292.6993761804255,10.566706197689314,10.563603544822683
86,ESO443-009,PGC43978,193.7232,-28.3408,5.834451042737443,0.2881939131583388,0.3031690089104923,CF4,643.0,4.0,LEDA,,,3.381107677499479,-0.00863310137069115,0.989053013232804,0.1481014384181072,2.0188818402562645,0.32617112515426694,0.3463116470629064,101.27533517788808,119.43282154952331,125.650904637849,123.31957860770133,13.709568950299143,13.562437934986505
87,PGC044055,PGC44055,193.9185,19.2092,4.720630412635907,0.149748516487155,0.1546544883979592,CF4,419.0,4.0,LEDA,,,3.384516305528624,0.0058514569401668425,0.9893970813483778,0.1457512181170056,0.9986403346142692,0.15624006276654578,0.1766738773947485,-178.5169363199715,398.8547911383681,443.48288222131845,-52.597445937068706,24.299074953548008,28.516497145433107
88,NGC4826,PGC44182,194.1825,21.682,4.30526610491711,0.0590704654539804,0.0598922174845553,CF4,408.0,4.0,LEDA,,,3.3891239747538893,0.006604714895815415,0.9900371183201503,0.14127610513478514,0.6845082525264587,0.05403181744208663,0.06916559856613402,-302.3559517821071,753.7623093568928,927.4793700023428,-14.33687998547727,27.502593128897324,28.613256762599907
89,UGC08091,PGC44491,194.6678,14.2173,2.137962089502231,0.1056050785660098,0.1110925163335481,CF4,216.0,2.0,LEDA,,,3.3975940576138175,0.004330837242333572,0.9912233648218627,0.13258584789519406,1.8470268407130321,0.16436051704891774,0.16034313910997833,334.18751466360607,138.93591453315688,137.58843075227162,330.73184783793914,10.488321249185844,10.306865364787484
90,PGC044681,PGC44681,194.9857,-19.4114,7.112135136533295,0.2887481951165949,0.3009672764758857,CF4,827.0,2.0,LEDA,,,3.4031424593059074,-0.005913050582447715,0.9920503052357177,0.12617646445846506,3.2373018623016963,0.3417403952913092,0.354619276297925,287.26618090348023,149.58659349033996,154.78257588647534,294.08159003732027,10.240466300515266,10.117955016015344
91,PGC044982,PGC44982,195.5598,-17.2378,5.623413251903491,0.1783867234792797,0.1842309233096299,CF4,749.0,2.0,LEDA,,,3.4131623945416067,-0.005250934158799325,0.9932556890351962,0.1162058998821876,1.7657970566348486,0.22595397365401393,0.23395162065032715,214.76942897245885,201.33733179525385,207.7970644423585,217.5538194488653,9.93164278902833,9.467852430674498
92,PGC045084,PGC45084,195.8199,-17.4229,5.888436553555893,0.2390668054328637,0.2491834980920524,CF4,746.0,2.0,LEDA,,,3.417701995926044,-0.005307318843201844,0.9937712795429832,0.11167092171700896,2.017013444934631,0.2879725612399757,0.30011841921125004,208.33065480841213,195.80804014682533,203.39217575617664,213.3266678128201,10.25259725374272,9.875336747626392
93,ESO269-037,PGC45104,195.8883,-46.5869,3.07609681474071,0.0975803853115189,0.1007772559090631,CF4,744.0,6.0,LEDA,,,3.418895801134408,-0.014191181273861415,0.9939233598910133,0.11029781829454198,0.9494939417618217,0.1419195982301542,0.14421456164484636,-208.85446214375128,298.1563289186911,302.9808146093684,-153.0895645660173,21.710336700921005,25.04297548278666
94,HIPASSJ1348-37,PGC4614882,207.1396,-37.9681,5.520774392807576,0.1751307988378583,0.1808683299999023,CF4,582.0,6.0,LEDA,,,3.6152680312640464,-0.01156574465620373,0.9962971633716824,0.08608279797902656,1.6266524750372384,0.2270197311404647,0.23410447156589398,37.10370647297239,51.6992966724974,52.82591279171185,48.54561085544733,14.825075111462823,14.854235684855468
95,NGC5068,PGC46400,199.7295,-21.0392,5.035006087879052,0.2044180674813205,0.2130685146186781,CF4,671.0,2.0,LEDA,,,3.4859373883620144,-0.006408906818376519,0.9990499667086213,0.043593204899593806,1.107700378638147,0.25900709335772876,0.2690125391236413,128.55391191175812,289.9083313682535,300.57591731064974,129.3020410057642,10.141169884163773,9.907179075352445
96,PGC046885,PGC46885,201.1501,-30.9719,4.6558609352295885,0.126885136193378,0.1304399879967919,CF4,490.0,3.0,LEDA,,,3.510731535715846,-0.00943458026389196,0.9998267101620498,0.018616919351822036,0.7158482466329653,0.18475093152248023,0.18851729627930847,-54.84441439937056,196.80481532176944,200.60138594234272,-52.93597856241471,11.372455170112381,11.581318653796089
97,PGC4689210,PGC4689210,161.7216,12.7444,9.594006315159332,0.9642208374896306,1.0719548971432469,CF4,640.0,5.0,LEDA,,,2.8225743915932617,0.0038821662447297294,0.7604637153788774,0.706769421106429,7.074384627981506,0.9138261797705063,1.039098798874341,-121.71064027932005,106.58198141675214,116.79992681178344,338.69174579577606,22.8916666229768,23.30608728141874
98,IC4247,PGC47073,201.6852,-30.3625,5.05824662003114,0.0923234055277779,0.0940398257864219,CF4,420.0,8.0,LEDA,,,3.5200707925432675,-0.00924894640827394,0.9999548932604689,0.009498113353517664,1.1145820787406044,0.15155558056522223,0.15291107137854532,-124.49066654149843,169.85980463219812,171.31924760735217,-124.08741855215841,16.111379449849224,16.12115744046642
99,ESO270-017,PGC47847,203.6951,-45.5473,6.792036326171846,0.1546056221527605,0.1582068497161248,CF4,829.0,4.0,LEDA,,,3.5551501651791013,-0.013874501004251152,0.9996609829452814,0.02603982380423392,2.850751858283531,0.21373086606871983,0.21697121476240078,284.91166535179985,114.06999249303878,115.69128554781663,285.1542413590577,12.076985468976375,12.071441230121309
100,ESO444-078,PGC48029,204.1284,-29.2354,5.2966344389165805,0.0726725489253832,0.0736835247859524,CF4,572.0,2.0,LEDA,,,3.562712676827993,-0.008905612114432339,0.9994332931030125,0.03366780156754357,1.3608902401494967,0.1310805244715716,0.13186461232347324,27.55734651415024,31.029337322694218,31.166654321575603,29.606893099366655,10.169273724137359,10.170250244245494
101,NGC5236_M83,PGC48082,204.2536,-29.8656,4.7863009232263805,0.087359837174227,0.0889839778074774,CF4,508.0,2.0,LEDA,,,3.56489782905149,-0.009097582012381924,0.9993582206627669,0.035828703458821436,0.8561006409553716,0.14382952485293665,0.1458857866981108,-37.44055087574539,82.26930259983384,83.29490387703947,-32.29459082318053,10.591339977051433,10.761960051002681
102,IC4316,PGC48368,205.0761,-28.8942,4.24619563946313,0.0775018047597724,0.0789426708869562,CF4,578.0,3.0,LEDA,,,3.579253162149143,-0.008801676650801116,0.9987418181052633,0.05016863203717079,0.36494322843271937,0.10192125552568965,0.12040716787949962,40.531449256855105,344.9082726991637,401.85973967378794,43.64493839681477,11.220742409009695,9.121280416981449
103,NGC5264,PGC48467,205.4031,-29.9127,4.677351412871984,0.1483756138357739,0.1532366075257467,CF4,478.0,2.0,LEDA,,,3.5849603888031645,-0.009111929492853877,0.9984408581951759,0.055848851863240546,0.7711310877837706,0.19465529761943212,0.20442418720529332,-71.31319479675396,244.78752749692904,256.0286399148326,-54.10421788194845,12.723329701528634,14.605645725481708
104,ESO215-009,PGC490287,164.375,-48.1839,5.345643593969718,0.073344979741492,0.0743653100465246,CF4,597.0,2.0,LEDA,,,2.868884957965679,-0.014677655293260788,0.7898451174772982,0.660239907428374,3.2902621053412995,0.052748434854767545,0.057304637570806616,-862.5916089418369,884.0545262799582,922.8880727493905,358.68970238835726,6.071176262317749,5.098717971606277
105,ESO384-016,PGC49615,209.2559,-35.3329,4.385306977749858,0.0601686673997718,0.0610056969412324,CF4,505.0,9.0,LEDA,,,3.6522044342240023,-0.010763016831581797,0.9924423294766632,0.12302202637378577,0.6751267940244892,0.0709793938629597,0.0835822892195458,-71.49271630508343,201.94337596194856,229.31658345306812,23.323765591070398,21.37380037611076,19.589127557861055
106,NGC5398,PGC49923,210.34,-33.0637,12.13388850464978,1.0676506648731046,1.1706556751311332,CF4,1219.0,3.0,LEDA,,,3.6711255486448726,-0.010071778982601795,0.9899421294693749,0.1419491178167025,8.247988437668315,1.1227585458015197,1.2260900143616844,677.2129523996094,287.30174514617164,312.6749262441061,683.7710284370845,11.24333372978765,11.190749344827964
107,NGC5408,PGC50073,210.8383,-41.3766,5.199959965335156,0.1649538774561119,0.1703579983673684,CF4,507.0,3.0,LEDA,,,3.6798225243075606,-0.012604033131546729,0.9886763576481433,0.15063251928112592,1.4285552076650672,0.19572076868096833,0.20767036805847372,-51.45105024785947,76.25715355701689,79.77141184301045,5.4590629398696136,15.328640255656904,16.119393544224103
108,AGC205315,PGC5057800,162.4683,12.5392,10.0,0.4939520634371828,0.5196187382322233,CF4,779.0,8.0,LEDA,,,2.835606765117903,0.003819658750189496,0.7688605033737526,0.6937391776533415,7.409715422745895,0.4909707159190857,0.5216566708895911,108.02743360370147,63.06196052608378,65.03258651396285,457.4193719945441,17.942281465951964,17.548291665712384
109,AGC174585,PGC5060050,114.0429,9.9864,7.550922276654341,0.3729793639407202,0.3923600705884746,CF4,356.0,8.0,LEDA,,,1.9904240935226414,0.0030420314009579866,0.031996085799071004,1.5387947791497407,8.406504635998818,0.35446868445082025,0.373654763324728,1209.9731784194807,99.7701226423786,103.221991588218,554.1993300641669,19.46236418559363,19.55706485719452
110,AGC174605,PGC5060076,117.5904,7.7944,9.3756200692588,0.1711243517270837,0.1743057909555556,CF4,351.0,8.0,LEDA,,,2.05233964873714,0.0023743100167855215,0.09378240011135625,1.476875908197363,9.824694173150949,0.17524821983918493,0.17830281645331603,1639.2793446265134,114.43750206186921,115.60760021940726,491.57380662923777,14.588844732467237,14.725284085679505
111,ALFAZOAJ1952+1428,PGC5060431,298.0491,14.4733,8.203515443298183,0.5122110404320894,0.5463223089761797,CF4,279.0,6.0,LEDA,,,5.201938127605832,0.00440881930179897,-0.10182952179890907,1.6728026575157682,9.457623191909937,0.49438769400375016,0.5286203197146833,1133.3052956259132,102.78660374841502,107.80469390956141,528.9675206585529,19.51515054067778,19.787002958459198
112,AF7448_001,PGC5067080,344.8981,16.7654,7.798301105232589,0.6533378444774582,0.7130792767911824,CF4,360.0,6.0,LEDA,,,6.019607428872654,0.005107032889692085,-0.7953719276857201,2.490417278328935,11.193923943062535,0.6910879226017688,0.751107547713854,916.3949415349879,123.00994641767416,132.24999011477192,845.1385848775815,15.536864428764602,15.488651633089034
113,DDO187,PGC50961,213.9854,23.0556,2.249054606,0.041049873,0.041813047,CF4,152.0,2.0,LEDA,,,3.734749781197074,0.007023137383634438,0.9787670741948464,0.20643882242657383,1.8031000677930644,0.09404553076048416,0.09437219238136585,409.18315730432136,108.89940822241141,109.42760214046851,390.40147299038534,11.020651056503254,10.845825966773077
114,ANTLIAB,PGC5098252,147.2337,-25.99,1.3931568029453023,0.0627023849672128,0.0656574573300463,CF4,376.0,6.0,LEDA,,,2.569712834893575,-0.007917006740256556,0.5739919456539485,0.959423755264545,3.3453352463004316,0.07146033137686159,0.07307708520533618,349.48354447272004,34.0733207713871,34.559932683876,413.8372041688235,13.664982949756109,13.326805775529408
115,PGC051659,PGC51659,217.0149,-46.3052,3.5318316979195674,0.3549576272697998,0.3946176560764289,CF4,392.0,2.0,LEDA,,,3.7876245308862426,-0.014105370546707498,0.9667920425803245,0.258431411889807,1.0466740010642106,0.05367130892663574,0.1897083460621889,326.6349322308692,500.2406796981903,1113.6550079999133,170.1200867298814,56.706551442902764,27.603368780596014
116,NGC5643,PGC51969,218.1696,-44.1745,12.13388850464978,0.5993559264388448,0.6304995834636671,CF4,1189.0,14.0,LEDA,,,3.807777847759021,-0.013456322210367959,0.9614471035623231,0.2785792388880708,8.41171557928969,0.6481837270170852,0.6799671834304615,652.3208985332611,178.74958954749152,186.29506339734053,679.3760330799095,22.12252947088382,21.989226488881627
117,ESO222-010,PGC52125,218.7626,-49.4217,3.07609681474071,0.1248875880743223,0.130172509764757,CF4,621.0,4.0,LEDA,,,3.818127650223347,-0.015054710735472777,0.9585470980049992,0.2889377134038095,1.3266574753394167,0.10428229381182952,0.11820702520036441,-67.80794467657229,64.92913871012091,70.22677441145497,78.69129240583143,26.12938259013721,26.7975993961052
118,ESO272-025,PGC52591,220.8561,-44.7051,3.8194427084004654,0.1550669619221332,0.1616289971345059,CF4,629.0,3.0,LEDA,,,3.8546661181138484,-0.013617952213306786,0.9475026280565421,0.325463490456112,1.263902777472058,0.021401728040716828,0.029961412802056442,-200.42565054699716,248.0184061717512,283.6225971250408,181.03925952916939,22.878001916261297,16.126859925622938
119,ESO223-009,PGC53639,225.2858,-48.2918,6.165950018614819,0.0565297695590993,0.0570528330767734,CF4,588.0,2.0,LEDA,,,3.931978967989441,-0.014710523512855775,0.9199779839640944,0.40277201293374765,2.9711043844603946,0.08175061352758561,0.08400262801287228,-5.861111316086039,18.32949710968143,18.357174971943138,185.50167134327884,10.13664861100608,9.812751061133895
120,ESO274-001,PGC54392,228.5559,-46.8091,2.7289777828080406,0.098709790912657,0.1024142129913361,CF4,524.0,3.0,LEDA,,,3.989052979858908,-0.01425886726453802,0.8961242032506228,0.45983845540442386,1.9271075266503768,0.08409028173923017,0.09143893176813722,96.14771422823195,41.1849651606392,42.98585361066459,204.32438265707347,16.841505116187818,15.91047304156021
121,ESO137-018,PGC57888,245.2464,-60.4876,5.72796030985829,0.2071859170507135,0.21496127629743,CF4,606.0,5.0,LEDA,,,4.280357158663021,-0.018425576641090517,0.7309298658607497,0.7511128330039485,3.916561340747527,0.14876315313031352,0.16501855625741602,-1639.4790808211271,3703.6489394420305,3973.129687736536,406.5012794368934,11.647863109833793,9.713672686424104
122,AGC229385,PGC5809449,188.0429,20.4233,10.616955571987242,0.9341770093747516,1.0243047221176609,CF4,1348.0,4.0,LEDA,,,3.281967739998445,0.006221292949529886,0.9694361656556146,0.24787419073252456,6.861629195662559,0.9777288587090069,1.0703733169572844,824.1362793184163,401.52725045472715,437.8769865921978,830.9184389613125,12.040558035672575,11.53388798479466
123,PGC592761,PGC592761,204.3561,-39.8887,4.965923214503362,0.2452928018674551,0.2580386754878354,CF4,491.0,3.0,LEDA,,,3.566686791534784,-0.012150792872646083,0.9992967863705511,0.037504561406382364,1.0348483054591149,0.2997378553256921,0.31422976858521356,-54.59228234740995,165.92391170888862,173.31712650273963,-49.51224890835472,11.923767768279028,12.602931471563323
124,IC4662,PGC60849,266.7892,-64.6391,2.4888573182823914,0.0228179810480511,0.0230291132271887,CF4,306.0,3.0,LEDA,,,4.6563499487616555,-0.019690195859335034,0.42933901317323525,1.1270355508976952,3.650127916206993,0.0514036656408452,0.05181094611626458,524.1555570018969,37.28937263836586,37.47888284245647,495.56968048981753,7.647045819487971,7.57134163810025
125,IC4710,PGC61922,277.1581,-66.9822,7.211074791828994,0.1965218076292805,0.2020276211801732,CF4,739.0,4.0,LEDA,,,4.837321393571695,-0.020403944935637273,0.2598164968418088,1.3079641578831278,7.264852396165151,0.18400023498156592,0.18911377459216538,1236.0629023346487,185.61363139270614,189.144374165544,784.4541914175684,8.711978586296368,8.655203048277485
126,ESO104-022,PGC62572,283.9215,-64.8114,8.749837752274363,0.2384573702505914,0.2451380630259887,CF4,796.0,4.0,LEDA,,,4.95536499220108,-0.019742681440764284,0.1443052901935518,1.4259854483887657,9.064080935987258,0.2325405065587418,0.23893537854462998,1451.5950800200849,152.1103647903007,154.83164501799646,879.4767417138947,9.124252493957329,9.150528041819825
127,NGC6744,PGC62836,287.4413,-63.8577,9.162204901219992,0.4123671489456413,0.4318014139393398,CF4,852.0,16.0,LEDA,,,5.016797091212777,-0.0194521678075137,0.08329405767379547,1.4874056528671142,9.668730798293366,0.39547733378007344,0.4147453314023384,1438.736925412188,157.89039105645102,163.04146820502672,957.5239224010111,21.358925532692183,21.049415240708868
128,ESO104-044,PGC62869,287.8461,-64.219,9.506047936562815,0.7562101842884541,0.8215661210511573,CF4,776.0,8.0,LEDA,,,5.02386218402485,-0.019562226081282635,0.0762543617311276,1.4944678712991002,10.010259220229836,0.7112326799519035,0.7778833163018337,1508.514091929395,237.10803349245393,254.19250756584762,888.6774020968127,17.754733596243227,17.446795017706677
129,ESO594-004,PGC63287,292.4959,-17.679,1.056817509213659,0.0382261211595407,0.0396606869295257,CF4,-79.0,3.0,LEDA,,,5.105016503584082,-0.005385331364409221,-0.004975323059908673,1.5757716703814253,4.088667878856125,0.06696838348807166,0.06784400939440882,563.0976664555601,26.036385002842835,26.213566489994403,505.05948614752475,11.520260564911496,11.282627809768826
130,IC4870,PGC63432,294.4065,-65.8119,8.317637711026714,0.1893325493857194,0.1937426709970573,CF4,877.0,3.0,LEDA,,,5.138362764272686,-0.020047451169260884,-0.038127112181326056,1.6089326824398167,9.340436823271768,0.19851109082529383,0.20277216637586015,1266.3891268225098,64.54232618292328,65.28584732853157,1043.451088625865,8.043037165307169,8.031999718225052
131,ESO461-036,PGC64054,300.9889,-31.6816,6.886522963442766,0.2795884833668012,0.2914199492708551,CF4,432.0,6.0,LEDA,,,5.25324731695596,-0.009650767246714586,-0.15253826793569336,1.723932417119802,8.442160111916056,0.28247594790851416,0.29403918226343784,1031.415684358402,70.6971633966685,72.56305148406244,705.2609052097586,15.206515701976855,15.163809515987282
132,IC4951,PGC64181,302.3822,-61.8506,8.994975815300352,0.561628237657601,0.5990304998589799,CF4,814.0,3.0,LEDA,,,5.277564989423998,-0.018840770184259798,-0.17638768655864082,1.7481117083837,10.439591682164515,0.5513062738610426,0.5888566896591705,1298.4395211987319,121.91709341338722,128.22772610182128,1044.0188098382666,11.197011481844811,10.99796725440865
133,IC5052,PGC65603,313.0212,-69.2014,5.370317963702524,0.1463560737113267,0.1504564291050423,CF4,589.0,3.0,LEDA,,,5.463250568543675,-0.021079951913627937,-0.35498064924211636,1.9336896951895675,7.709626244477402,0.1732119535752794,0.17724528048106958,992.8055739128558,53.17718964420534,54.009709416936545,930.3663666505248,9.834489825376409,9.762335443643906
134,NGC7090,PGC67045,324.1205,-54.5576,9.289663867799362,0.2531691305763441,0.2602619924149927,CF4,851.0,4.0,LEDA,,,5.6569698982102805,-0.016619195341755332,-0.5283273973675295,2.127425690874408,11.856455189322375,0.28684094042206176,0.29402869683517174,1331.254640187055,74.84120401900597,76.27040706712432,1222.7813773893427,11.021114526894507,11.013599024607174
135,PGC677373,PGC677373,204.2511,-33.3625,4.446312674691084,0.2967722483474544,0.3179971933630661,CF4,591.0,4.0,LEDA,,,3.5648541958201903,-0.010162798667634065,0.9993622451101112,0.03571617812615942,0.5236545797048148,0.31768525526850133,0.3684823428826326,48.55257070491637,542.3943376948414,623.665494494811,50.487793943540865,12.928418806997335,11.60488636157838
136,IC5152,PGC67908,330.6723,-51.2966,1.914255925021086,0.0349391082178167,0.0355886747369587,CF4,124.0,2.0,LEDA,,,5.771320380142446,-0.015625837935830875,-0.6217320031791076,2.2417484537440076,5.349046426928447,0.08512371211695591,0.08603082893763503,647.4023253854323,30.18918056662824,30.399037964245466,623.7617812623527,9.960141848875082,9.935837742035687
137,PGC683190,PGC683190,173.2957,-32.9624,5.470159628939719,0.1490770362717697,0.1532536229637724,CF4,704.0,9.0,LEDA,,,3.0245805445483374,-0.010040921237977405,0.8753815055755911,0.5045719136793495,2.7758749463137367,0.12161832213387624,0.13378166619252996,236.51571707131598,212.80018745925815,224.65729454763618,346.08880100874853,12.227096975000507,9.622841579569013
138,ESO238-005,PGC68672,335.627,-48.404,7.834296427662114,0.1783303585495561,0.1824842062146761,CF4,706.0,3.0,LEDA,,,5.857796208591009,-0.014744701587355845,-0.6870397548579554,2.3282034966894596,10.926897734921832,0.2224066077572715,0.22677264356622473,1205.9913031925712,59.89406966574272,60.79535512055379,1145.9298862877229,10.495907760235468,10.494188578959665
139,Tucana,PGC69519,340.458,-64.4206,0.899497,0.0164176811,0.0167229086,CF4,194.0,4.0,LEDA,,,5.942113064754855,-0.019623636953111638,-0.745636432588851,2.412285756476002,4.653928850400738,0.0720236068418787,0.07266269231723577,694.7958818499125,32.62810709783238,32.81646218909908,699.9203674892709,11.455813700207955,11.459201800926621
140,PGC704814,PGC704814,359.6696,-31.4676,3.58096437102636,0.1295269776677949,0.1343879199453623,CF4,270.0,89.0,LEDA,,,6.277418739330997,-0.009585579118880232,-0.9234059800919687,2.747657962397537,7.380271919379867,0.18469016608041677,0.18986560412523978,807.8079994748746,131.979326863181,133.0892799592909,799.0905043320427,95.3797602052972,95.18446724073749
141,ESO407-018,PGC71431,351.616,-32.3886,2.1677041048196948,0.0784079739656538,0.0813505010160842,CF4,62.0,3.0,LEDA,,,6.136856902692381,-0.00986613176250379,-0.8605998092748872,2.6072425850218206,5.9139523069478,0.13165468297087646,0.13484895651074158,608.4076757340545,37.637666351443556,38.27228050833424,593.1009949818786,11.293437289661483,11.26542745713482
142,ESO347-017,PGC71464,351.7344,-37.3469,8.241381150130017,0.2980988028872016,0.3092859787168009,CF4,691.0,3.0,LEDA,,,6.138923372526743,-0.011376516315032226,-0.8616176294998839,2.6092445128197714,11.810926451090552,0.34889101897582897,0.36035968820200104,1218.7265605085913,82.25104820769073,84.5410231596793,1190.0735286096858,10.980251449555226,10.972260567952162
