,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,e_V_LG,RA_radians,Dec_radians,cos_theta_CoM_NGC5128_CenA_NGC5236_M83_0.83,angular_distance_CoM_NGC5128_CenA_NGC5236_M83_0.83,dis_center_CoM_NGC5128_CenA_NGC5236_M83_0.83,e_dis_center_min_CoM_NGC5128_CenA_NGC5236_M83_0.83,e_dis_center_max_CoM_NGC5128_CenA_NGC5236_M83_0.83,major_infall_velocity_CoM_NGC5128_CenA_NGC5236_M83_0.83,e_major_infall_velocity_min_CoM_NGC5128_CenA_NGC5236_M83_0.83,e_major_infall_velocity_max_CoM_NGC5128_CenA_NGC5236_M83_0.83,minor_infall_velocity_CoM_NGC5128_CenA_NGC5236_M83_0.83,e_minor_infall_velocity_min_CoM_NGC5128_CenA_NGC5236_M83_0.83,e_minor_infall_velocity_max_CoM_NGC5128_CenA_NGC5236_M83_0.83
10,UGC03974,PGC21600,115.4808,16.8025,7.979946872679773,0.073160592681515,0.0738375393108983,CF4,162.279877513386,2.0,LEDA,,,2.0,2.0155201828370677,0.005118334195966171,0.060903507677865495,1.5098551052060964,8.62657396499981,0.06933299407495838,0.06933299407495838,766.1047609817007,20.832725648823445,20.832725648823445,262.5368272407887,17.072088971112436,17.072088971112436
11,PGC021614,PGC21614,115.632,16.5612,7.798301105232589,0.1069967023664952,0.1084851747656685,CF4,172.84758687488682,4.0,LEDA,,,4.0,2.018159120666083,0.005044830012571638,0.06353801239303451,1.5072154852195372,8.454566103578287,0.0971732472874227,0.0971732472874227,750.1715866734754,21.771888434164833,21.771888434164833,273.3041579511754,25.393912417598184,25.393912417598184
12,UGC04115,PGC22277,119.259,14.391,7.691304402866094,0.1055286525742618,0.1069967023664952,CF4,222.34111983350223,6.0,LEDA,,,6.0,2.0814622126359175,0.004383749288150523,0.12654630271132825,1.4439098153142043,8.135853303399832,0.09098016199336571,0.09098016199336571,794.577560114688,26.747389945199917,26.747389945199917,302.6583093003354,27.345090378278158,27.345090378278158
13,ESO495-021,PGC24171,129.0633,-26.4093,8.053784411990671,0.2554833067580819,0.2638532990360431,CF4,571.9098072004841,9.0,LEDA,,,9.0,2.2525795284891976,-0.008044732824373122,0.29374167215898395,1.2726574759570106,7.83073208262996,0.19429477373712653,0.19429477373712653,743.6429290048683,78.77289591247423,78.77289591247423,562.3523390387675,115.63850709600372,115.63850709600372
14,ESO496-010,PGC24781,132.2749,-26.3215,8.394599865193978,0.3036408734101439,0.315036034366825,CF4,519.3701878521875,10.0,LEDA,,,10.0,2.3086325227462474,-0.00801798741491585,0.34682779316056755,1.216609487458011,7.923375426386228,0.22464814175868186,0.22464814175868186,1106.8524721854221,204.0242215711319,204.0242215711319,497.9486645065497,124.01522197177124,124.01522197177124
15,NGC2835,PGC26259,139.4703,-22.3546,11.857687481671608,0.8929055202397631,0.9656183448886236,CF4,602.0549205496354,2.0,LEDA,,,2.0,2.4342159437442477,-0.006809600572363956,0.46155573109730175,1.0910482220319293,10.651487200013229,0.6293785768079151,0.6293785768079151,-166.68849735701076,46.145847323789035,46.145847323789035,523.3326800198284,437.5710595291404,437.5710595291404
16,NGC2915,PGC26761,141.5493,-76.6264,4.187935651179182,0.0574606312775713,0.0582599882839476,CF4,188.9964952055664,3.0,LEDA,,,3.0,2.470501338893209,-0.023341736255544247,0.4935111581100391,1.054674153333216,4.033228379865402,0.04390666510231004,0.04390666510231004,490.9093839381691,24.10944570268797,24.10944570268797,238.97752013090823,8.713900259248843,8.713900259248843
17,NGC2903,PGC27077,143.0421,21.5014,8.953647655495944,0.3635124404419798,0.3788953524739735,CF4,442.0650859129727,2.0,LEDA,,,2.0,2.496555613966981,0.006549700989801936,0.5157588085894502,1.0289032140854493,7.7145058665829005,0.2444518703044817,0.2444518703044817,-716.5296236606957,160.20769820844038,160.20769820844038,368.5122673385367,112.65418085136335,112.65418085136335
18,UGC05086,PGC27115,143.2034,21.4657,8.27942163712334,0.3361392898805242,0.3503638405463611,CF4,393.8593716230236,34.0,LEDA,,,34.0,2.4993708300504474,0.00653882614791555,0.5181683692394085,1.0260883291316194,7.09823951101812,0.22717128836172784,0.22717128836172784,-1444.5622660234558,578.4618650308854,578.4618650308854,329.12940453018024,95.79556197611548,95.79556197611548
19,PGC2806961,PGC2806961,137.2236,14.5829,9.3756200692588,0.4631106879213451,0.4871747870533003,CF4,172.26569695583245,6.0,LEDA,,,6.0,2.3950036314396907,0.004442205371007593,0.426294728136294,1.1304036268567565,8.483350002088995,0.33073939847877876,0.33073939847877876,-9881.927058836296,10460.58333800712,10460.58333800712,150.40307049797804,64.81280544467299,64.81280544467299
20,PGC2807061,PGC2807061,105.1176,-4.2071,6.516283940608428,0.2645570128515695,0.2757523855634183,CF4,110.49003755469128,4.0,LEDA,,,4.0,1.8346482217943914,-0.0012815559467846617,-0.11955097880551425,1.690633932049562,7.925360980314929,0.262877770514415,0.262877770514415,549.3134115583393,16.81197092903649,16.81197092903649,272.8192595754178,61.79563635968052,61.79563635968052
21,PGC2807065,PGC2807065,116.525,-28.4263,5.675446054085469,0.230419525661258,0.2401702876692688,CF4,217.6799985617667,7.0,LEDA,,,7.0,2.0337449108863925,-0.008659146160082915,0.07924841453489605,1.4914647261650231,6.57451320909152,0.19170119936452837,0.19170119936452837,563.0857090826246,24.253238309009287,24.253238309009287,332.8416079348552,59.28895744530898,59.28895744530898
22,PGC2807150,PGC2807150,208.6396,4.2444,2.5468302525850426,0.2873944823640655,0.3239503294396515,CF4,206.5365849826047,3.0,LEDA,,,3.0,3.641447970043961,0.0012929181765427057,0.9931720511801216,0.11692504561724201,1.3036419941692936,0.3186513662612549,0.3186513662612549,101.63040298439265,6.583412219614045,6.583412219614045,101.84280166161717,9.530555842689726,9.530555842689726
23,KKs54,PGC2815821,200.3829,-31.8864,3.75,0.1,0.1,-10,393.991542422248,11.0,-7,stars,Tr,11.0,3.4973413696945457,-0.009713152894286904,0.999605817779143,0.02807875069098734,0.11665977335253813,3.1146637028273334,3.1146637028273334,-208.36168973754272,418.00735398301384,418.00735398301384,-28.680096086932302,93.07128415399129,93.07128415399129
24,KKs55,PGC2815822,200.55,-42.7311,3.85,0.07,0.07,-1,282.3448050687075,14.0,-7,stars,Sph,14.0,3.500257814874628,-0.013016637426647822,0.9996860383612021,0.02505905300785734,0.10866290101609534,2.4103885887652217,2.4103885887652217,-47.41740126845511,80.66564128979763,80.66564128979763,-3.765826084427926,20.983371538429285,20.983371538429285
25,KKs57,PGC2815823,205.4079,-42.5797,3.84,0.47,0.47,-1,274.8249519203368,17.0,-7,stars,Sph,17.0,3.5850441646072606,-0.012970518349292116,0.9982162952875694,0.05973667603546097,0.23181545570662085,7.316349160120776,7.316349160120776,-200.60071487713728,2686.6765009021397,2686.6765009021397,11.814676851680286,60.183398236617144,60.183398236617144
26,KKs58,PGC2815824,206.5031,-36.3289,3.36,0.1,0.1,-10,255.9270951543958,5.0,-7,stars,dSph,5.0,3.6041590105751022,-0.011066415781689357,0.9968925228132192,0.0788554110277006,0.5213922081225495,0.5481285493743194,0.5481285493743194,56.815317151166944,9.511958836433482,9.511958836433482,52.40828142995032,8.503447010954087,8.503447010954087
27,UGC05288,PGC28378,147.8208,7.8283,11.27197456175511,0.6550189897678518,0.6954307513173266,CF4,374.551093721425,12.0,LEDA,,,12.0,2.579959662932034,0.0023846365473162907,0.5853864582492653,0.9454396860081407,9.55803151852053,0.41355736592027587,0.41355736592027587,-289.5895023320727,37.95761317844006,37.95761317844006,265.50312543158674,161.01577086254542,161.01577086254542
28,UGC05373,PGC28913,150.0001,5.3322,1.3995873225726183,0.0192030579697339,0.0194701991164747,CF4,111.89936479366617,2.0,LEDA,,,2.0,2.617995623320746,0.0016242810057866875,0.6157992236737626,0.9073963939348779,3.1371119350899224,0.06621407262088556,0.06621407262088556,251.2059034964147,5.906990533258455,5.906990533258455,251.15789734328845,12.416278880675604,12.416278880675604
29,PGC029033,PGC29033,150.4092,-8.2485,9.727472237769655,1.097686760099954,1.2373097236622073,CF4,202.20693400480775,3.0,LEDA,,,3.0,2.625135765290655,-0.0025126367871106657,0.6214579441743764,0.9001940599648565,7.945161313384582,0.7462025798706411,0.7462025798706411,-631.0284557085961,127.7718136166361,127.7718136166361,101.50758260504082,114.49196454342264,114.49196454342264
30,NGC3109,PGC29128,150.7786,-26.1595,1.3061708881318403,0.0530297131904253,0.0552737943341083,CF4,109.57324371604147,2.0,LEDA,,,2.0,2.6315830115475225,-0.007968639392910403,0.6265445008823787,0.8936846783665291,3.149465185230289,0.06786522258015543,0.06786522258015543,248.78451019290821,5.975193669971167,5.975193669971167,250.39565456801736,12.960536399098215,12.960536399098215
31,PGC029194,PGC29194,151.0165,-27.332,1.3365955165464416,0.0601567077350992,0.0629918060261767,CF4,65.34599654157512,3.0,LEDA,,,3.0,2.6357351498380166,-0.00832580331761032,0.6297775077551988,0.8895295790391418,3.133987564524183,0.06786982382648929,0.06786982382648929,278.6644062384654,6.3058171638298,6.3058171638298,264.89716540298195,13.16485275779153,13.16485275779153
32,UGC05456,PGC29428,151.8324,10.362,10.28016298126473,0.9904991134653685,1.0961098769695674,CF4,375.3594626295077,3.0,LEDA,,,3.0,2.6499752912050387,0.0031564457038298745,0.6406522289320186,0.8754489187289861,8.371075863785677,0.6442902351925811,0.6442902351925811,-191.03561359285092,30.272447104315876,30.272447104315876,250.58885386069008,233.9304351704033,233.9304351704033
33,PGC029653,PGC29653,152.7533,-4.6928,1.4125375446227544,0.0510928621568034,0.053010296333156,CF4,94.03202720967798,1.0,LEDA,,,1.0,2.6660480282866543,-0.001429508627575066,0.652966655335418,0.8593015087840509,3.0689454539984413,0.06699190638157028,0.06699190638157028,258.9243491491583,5.9776231175877275,5.9776231175877275,252.2860633878483,12.517859769671029,12.517859769671029
34,PGC3097113,PGC3097113,207.8286,-46.9735,5.597576014951097,0.3009415760345248,0.3180403268036409,CF4,291.28721398120115,5.0,LEDA,,,5.0,3.6272933498102873,-0.014308946368350957,0.9948027077193091,0.10199804414918347,1.8592249142376507,0.6446540715540245,0.6446540715540245,-15.03259045306281,7.653616936014191,7.653616936014191,-4.527750078030694,7.06242356322652,7.06242356322652
35,PGC3097708,PGC3097708,189.3995,-8.8671,9.549925860214357,0.429817466655269,0.4500741397856451,CF4,917.490311350293,5.0,LEDA,,,5.0,3.305644876631,-0.002701073122990724,0.9759274188799573,0.21986262745997545,5.901046941805661,0.2965931847990631,0.2965931847990631,631.9966279364936,8.189097611760564,8.189097611760564,623.8910483698023,233.2936639622962,233.2936639622962
36,UGC05797,PGC31693,159.855,1.7185,10.185913880541165,0.9814181630094492,1.0860606812139295,CF4,507.48760181177454,2.0,LEDA,,,2.0,2.789996075775535,0.0005234850359034587,0.7415600042848742,0.735403659219081,7.797159744946586,0.6143517869933609,0.6143517869933609,150.03833303252455,17.052897979383882,17.052897979383882,333.1838868607344,302.9091199920494,302.9091199920494
37,ESO376-016,PGC31961,160.8636,-37.0439,6.760829753919814,0.3042874635732682,0.3186280899215647,CF4,364.46306419038063,6.0,LEDA,,,6.0,2.8075994666111503,-0.011284217236836855,0.75334904934354,0.7176563204239251,4.63067805820979,0.22602584902734046,0.22602584902734046,-105.57891480346179,28.86208083751537,28.86208083751537,221.87244140556172,50.71560255629898,50.71560255629898
38,NGC3351,PGC32007,160.9904,11.7035,9.727472237769655,0.1334659226103234,0.1353226185424603,CF4,624.0546821630431,2.0,LEDA,,,2.0,2.809812544102679,0.0035650899724737443,0.7546638295802525,0.7156547260788868,7.299384556148308,0.0853958956470968,0.0853958956470968,343.86670751206316,13.142543469515555,13.142543469515555,438.9845844598033,50.445672864159086,50.445672864159086
39,NGC3368,PGC32192,161.6904,11.8198,10.91440336448757,0.4431178839785694,0.4618694937467449,CF4,739.3049155288525,2.0,LEDA,,,2.0,2.8220298488666398,0.003600516978394938,0.7626205624624787,0.7034415381336881,8.385482882901186,0.2518317571425165,0.2518317571425165,481.3359185573368,16.74811805335365,16.74811805335365,542.7696322659466,212.57107674327537,212.57107674327537
40,NGC3377,PGC32249,161.9265,13.9856,10.185913880541165,0.0933850197743204,0.0942491007235659,CF4,541.8622481604492,11.0,LEDA,,,11.0,2.826150571230598,0.004260257386168992,0.7652687542433265,0.6993375922475243,7.678601950756581,0.06441884333357241,0.06441884333357241,212.493074405403,19.377373387268083,19.377373387268083,355.3972942785803,32.29803235900046,32.29803235900046
41,ESO318-013,PGC32250,161.9232,-38.8537,6.760829753919814,0.123399049900728,0.1256932095229395,CF4,409.4999110311934,7.0,LEDA,,,7.0,2.8260929753652824,-0.01183551384316684,0.7653821776472952,0.6991613713923274,4.56345141603091,0.09249843646133903,0.09249843646133903,30.985238342591554,25.126493316586036,25.126493316586036,254.09774892616133,23.529711613052875,23.529711613052875
42,NGC3379,PGC32256,161.9566,12.5816,11.066237839776658,0.1014558783448134,0.102394638028942,CF4,759.1833558135661,6.0,LEDA,,,6.0,2.8266759153354486,0.0038325745287884527,0.7656132805511375,0.6988022028379111,8.516007846641253,0.06701515108492366,0.06701515108492366,505.01611420081423,14.12528727206222,14.12528727206222,560.370178867318,52.76770648972414,52.76770648972414
43,NGC3384,PGC32292,162.0705,12.6294,9.204495717531715,0.0843873239726136,0.0851681502676466,CF4,414.5289015306474,6.0,LEDA,,,6.0,2.82866384535347,0.0038471352414542574,0.7668900175477794,0.6968151873530906,6.747116337766888,0.061261772460898596,0.061261772460898596,28.593875020992378,14.56707224017401,14.56707224017401,239.59568829689672,19.560385107568685,19.560385107568685
44,NGC3621,PGC34554,169.5687,-32.814,6.8233869414167,0.2770252007439451,0.2887481951165949,CF4,438.1185984775583,3.0,LEDA,,,3.0,2.959532123326509,-0.009995716012881057,0.844190348486519,0.5657433822358795,4.150374912425813,0.2333558061157065,0.2333558061157065,139.17371704010975,15.781720703940788,15.781720703940788,238.05302559440997,47.90212924573048,47.90212924573048
45,NGC3627,PGC34695,170.0625,12.991,11.015393095414156,0.4957743571819328,0.5191394827967795,CF4,584.4903960939342,2.0,LEDA,,,2.0,2.9681505591728565,0.003957284900449131,0.848643306223448,0.5573811401301149,8.046528823059191,0.27447610166710285,0.27447610166710285,278.31375082901917,9.548832580559765,9.548832580559765,356.25870549801874,158.8569514949077,158.8569514949077
46,ESO320-014,PGC36014,174.4716,-39.2206,5.861381645140288,0.1069822717687163,0.1089712206980788,CF4,362.1827864744439,4.0,LEDA,,,4.0,3.0451038712225387,-0.011947277974486581,0.8869175682774794,0.4801674871135421,3.0479748698226996,0.11747589668334298,0.11747589668334298,37.33059764377386,14.081299535815916,14.081299535815916,156.4891115450589,12.316717348036947,12.316717348036947
47,ESO379-007,PGC37369,178.6798,-33.5588,5.321082592667939,0.1687961468503775,0.1743261459083047,CF4,364.5552165369644,3.0,LEDA,,,3.0,3.118550816804964,-0.010222595067138195,0.9184173031183157,0.40673522367579407,2.369721753356628,0.23359905048663362,0.23359905048663362,66.92294464795243,14.779900525425608,14.779900525425608,142.2294004423521,13.83293218828827,13.83293218828827
48,ESO572-034,PGC37727,179.742,-19.0299,10.28016298126473,0.3718435323370528,0.3857982310378318,CF4,871.5065883944192,4.0,LEDA,,,4.0,3.1370897041196475,-0.005796839036799086,0.9255713353754289,0.388254325743543,6.915314772148222,0.22417406273314802,0.22417406273314802,607.9783816175748,9.497745482265197,9.497745482265197,601.0964641023509,196.30310352701076,196.30310352701076
49,ESO379-024,PGC38252,181.2362,-35.7431,5.345643593969718,0.2405935942156567,0.2519324209813893,CF4,355.49713053756994,6.0,LEDA,,,6.0,3.163168413802947,-0.010887970897178302,0.9351490642309759,0.3621167127876301,2.242018440635573,0.3670411546415016,0.3670411546415016,52.97883733963008,15.663926423423229,15.663926423423229,121.55412843164635,17.807427372513306,17.807427372513306
50,ESO321-014,PGC39032,183.4571,-38.231,3.2508729738543423,0.1463133857259904,0.1532089231556668,CF4,334.83817945052454,3.0,LEDA,,,3.0,3.201930431160489,-0.011645828575865658,0.9481750431458,0.3233539419379163,1.2570613121486722,0.2541515524452749,0.2541515524452749,-23.518999374593854,11.413357879165174,11.413357879165174,79.78878956084826,10.397763039832045,10.397763039832045
51,IC3104,PGC39573,184.692,-79.7259,2.301441817408507,0.0210997454080899,0.0212949789485978,CF4,170.2163054273379,4.0,LEDA,,,4.0,3.223483502093367,-0.02428589794817315,0.9547402654471677,0.30201100402056025,1.7416616632277246,0.06542230194603373,0.06542230194603373,153.96028123225128,7.2177240704049295,7.2177240704049295,150.0757592429362,7.083390869246303,7.083390869246303
52,HIPASSJ1247-77,PGC3994669,191.8908,-77.5826,3.388441561392023,0.2551558370764417,0.2759341850863102,CF4,153.80087704155716,4.0,LEDA,,,4.0,3.349126264285935,-0.023633011432344298,0.9844609426838687,0.176518943065994,0.7539284547257158,0.9694778785292476,0.9694778785292476,248.6104530522448,106.67755329972705,106.67755329972705,115.07057673783953,39.76684642006691,39.76684642006691
53,NGC4298,PGC39950,185.3867,14.6061,14.521116175877411,1.27770082393077,1.4009710946342704,CF4,1029.6399299357238,5.0,LEDA,,,5.0,3.2356083044069717,0.004449272495146644,0.958194093044036,0.2901740429046979,10.935302788470379,0.522068927906564,0.522068927906564,737.8430075535723,8.680400497820873,8.680400497820873,743.2620701430903,942.6101402015564,942.6101402015564
54,PGC040045,PGC40045,185.5317,15.7992,9.078205301781855,1.0244208897911982,1.1547246210256912,CF4,1205.550487550194,2.0,LEDA,,,2.0,3.2381390318223637,0.004812711538694166,0.9589078334267783,0.2876689745589232,5.541354067543419,0.786959610685562,0.786959610685562,962.1831979271536,21.65297258503226,21.65297258503226,913.2897735976712,845.286227750556,845.286227750556
55,NGC4328,PGC40209,185.8333,15.8205,14.521116175877411,1.5194203955445076,1.6969847977118668,CF4,386.3495026105897,10.0,LEDA,,,10.0,3.2434029448463786,0.004819199889735623,0.9603852391148695,0.28241499429064465,10.924244099016128,0.6293974168680718,0.6293974168680718,72.09078025681089,11.827887813190456,11.827887813190456,102.0814869159253,158.27955069500945,158.27955069500945
56,UGC07512,PGC40563,186.4212,2.1593,11.587773561551264,0.4191410837456395,0.4348707846228556,CF4,1352.9823866604595,2.0,LEDA,,,2.0,3.253663735518853,0.0006577603945454399,0.9632507301390942,0.2719433281206466,7.993989388186903,0.22126486152082395,0.22126486152082395,1084.7829823521827,7.0965920908607725,7.0965920908607725,1061.8294822722316,404.8582804908334,404.8582804908334
57,NGC4413,PGC40705,186.6342,12.6106,14.723125024327189,0.2687273168679063,0.273723330696539,CF4,-10.63572754312996,4.0,LEDA,,,4.0,3.2573812868256007,0.003841408433962267,0.9641955707039557,0.26840325106533636,11.106147388529005,0.11900981951237599,0.11900981951237599,-335.7706332359617,7.030297596831646,7.030297596831646,-295.2632365832327,75.34395620109782,75.34395620109782
58,6dFJ0956376-092911,PGC4078671,149.1567,-9.4863,9.162204901219992,0.4525690016591888,0.4760853350197056,CF4,372.585703880873,41.0,LEDA,,,41.0,2.6032755164094263,-0.002889692229322654,0.6041901257329099,0.922047208668714,7.504587310510646,0.2940521587655786,0.2940521587655786,-341.1942328554438,116.20069878980327,116.20069878980327,270.5521654247656,112.45736697597368,112.45736697597368
59,NGC4455,PGC41066,187.1837,22.8215,6.456542290346557,0.2621315395787409,0.2732242724966216,CF4,586.8174603145833,3.0,LEDA,,,3.0,3.2669718710653095,0.00695182644566237,0.966635586099248,0.25904290455900214,2.9496415161605873,0.3390424198444856,0.3390424198444856,317.8158770119011,10.254227865794958,10.254227865794958,302.18093103429766,52.33141698103101,52.33141698103101
60,PGC041395,PGC41395,187.7652,1.6758,9.204495717531715,0.5747102398620143,0.6129837126681341,CF4,954.300795500947,4.0,LEDA,,,4.0,3.277120960665657,0.0005104778720785662,0.9692804896166315,0.24850791963645363,5.600900694871642,0.41824248915974716,0.41824248915974716,678.8289432153335,9.172395626314486,9.172395626314486,662.7944760343238,330.32295442149734,330.32295442149734
61,NGC4437,PGC41618,188.1895,0.1146,8.165823713585919,0.4390178626289032,0.4639617640837823,CF4,971.9534132923036,2.0,LEDA,,,2.0,3.284526392681869,3.49091563075568e-05,0.9710788245942231,0.2410878112893067,4.56786572254369,0.3842137257654758,0.3842137257654758,707.4377639703844,9.456276678487152,9.456276678487152,677.6084014725822,241.7688049204742,241.7688049204742
62,PGC042120,PGC42120,189.3085,-10.4979,9.594006315159332,0.3043424473599696,0.314313133768346,CF4,562.4539150109454,8.0,LEDA,,,8.0,3.3040566270116853,-0.003197843211178888,0.9755847910681194,0.22142814319797408,5.946794203487732,0.21104863967939197,0.21104863967939197,261.6115623784131,10.135976243249575,10.135976243249575,272.53657643460116,72.96067269343244,72.96067269343244
63,NGC4592,PGC42336,189.8281,-0.532,8.669618757582173,0.3519810465554585,0.3668759796408452,CF4,913.540450785043,2.0,LEDA,,,2.0,3.313125357805048,-0.000162056467326529,0.9775024220250275,0.21252032649379995,5.020656605738472,0.2826580449330811,0.2826580449330811,632.3398721348417,6.852811571340483,6.852811571340483,618.6363372944073,182.00762882237947,182.00762882237947
64,NGC4594,PGC42407,189.9976,-11.623,9.120108393559102,0.3298832252502475,0.3422632200988236,CF4,891.2959455963941,5.0,LEDA,,,5.0,3.3160836908871785,-0.0035405682701809137,0.9781563652737019,0.2093973509497341,5.461698646899696,0.2458291123628773,0.2458291123628773,605.3844219057675,8.031758682093518,8.031758682093518,596.7553506368372,168.14652480046374,168.14652480046374
65,NGC4600,PGC42447,190.0958,3.1177,9.078205301781855,0.2879801334730167,0.297414767476944,CF4,713.2988929334658,30.0,LEDA,,,30.0,3.3177976042126365,0.0009497057296690214,0.9784615729381946,0.20792398392114708,5.418296993105066,0.21763924353908687,0.21763924353908687,419.75934344727324,31.825661713036727,31.825661713036727,420.47358534276543,107.73618262723856,107.73618262723856
66,ESO381-018,PGC42936,191.1772,-35.9666,5.321082592667939,0.1211226273327836,0.1239439357562721,CF4,362.7240705102898,8.0,LEDA,,,8.0,3.3366715947437036,-0.010956052890500632,0.9822625780030503,0.18862718502091488,1.7419806352746696,0.26330164245281573,0.26330164245281573,63.69068567093369,11.694652900436234,11.694652900436234,81.75268464818757,10.058127024941042,10.058127024941042
67,ESO381-020,PGC43048,191.5017,-33.8381,5.345643593969718,0.1216817039785205,0.1245160349700009,CF4,335.3851605115155,3.0,LEDA,,,3.0,3.342335188166425,-0.010307674712484624,0.9833075441824284,0.18297050763158737,1.752355111669138,0.2640260851922174,0.2640260851922174,30.901811911643204,7.350361091950543,7.350361091950543,55.25283794686007,6.784890642435907,6.784890642435907
68,PGC043072,PGC43072,191.5638,10.2055,9.418895965228415,0.9075155832046456,1.0042783287046235,CF4,1031.9282546517231,2.0,LEDA,,,2.0,3.343419037631913,0.003108773077633255,0.9833873142167575,0.18253157280010665,5.724908722977923,0.6681026395273558,0.6681026395273558,744.6873535277824,7.76542819633896,7.76542819633896,734.2103475606651,604.8140557487679,604.8140557487679
