,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
20,PGC2807061,PGC2807061,105.1176,-4.2071,6.516283940608428,0.2645570128515695,0.2757523855634183,CF4,290.0,4.0,LEDA,,,1.8346482217943914,-0.0012815559467846617,-0.123637099288322,1.694750601581258,7.986542887692137,0.27302671061542405,0.2842627940232827,983.3959409051489,64.77823791193713,66.72856064035923,571.7470649592321,13.5023744335233,13.466939864337178
21,PGC2807065,PGC2807065,116.525,-28.4263,5.675446054085469,0.230419525661258,0.2401702876692688,CF4,493.0,7.0,LEDA,,,2.0337449108863925,-0.008659146160082915,0.07514251774535735,1.4955829146740507,6.630834130380472,0.22358618771401595,0.23306721428156774,967.709986350646,76.06351649875543,78.36294584074989,682.3585599954379,13.745658391997495,13.269670690601743
22,PGC2807150,PGC2807150,208.6396,4.2444,2.5468302525850426,0.2873944823640655,0.3239503294396515,CF4,285.0,3.0,LEDA,,,3.641447970043961,0.0012929181765427057,0.9936449184496878,0.11279915033219567,1.3812065688809656,0.369827767696987,0.34649875853711976,263.87322163470685,413.1323511297603,399.3312744052142,259.16436647619804,11.809815946206584,8.75689033149763
23,KKs54,PGC2815821,200.3829,-31.8864,3.75,0.1,0.1,-10,621.0,11.0,-7,stars,Tr,3.4973413696945457,-0.009713152894286904,0.9994830444523013,0.032155873315655156,0.18004111137651682,0.057472638256544875,0.14754675573843154,-106.86021351799242,2104.5689682218203,5156.225014437462,-45.57167825431188,36.2161181633866,92.4274808009099
24,KKs55,PGC2815822,200.55,-42.7311,3.85,0.07,0.07,-1,530.0,14.0,-7,stars,Sph,3.500257814874628,-0.013016637426647822,0.9995741879802877,0.02918363385381658,0.11720493169776187,0.005989620386469538,0.09013746850035338,40.484259007356414,716.0364194760224,7441.880723952294,18.113735976234036,28.070262891740065,15.78630976756627
25,KKs57,PGC2815823,205.4079,-42.5797,3.84,0.47,0.47,-1,511.0,17.0,-7,stars,Sph,3.5850441646072606,-0.012970518349292116,0.9984532418608977,0.05562655925203715,0.21876266772132683,0.006184770641101817,0.39948598268396374,142.6185246561436,2367.4527098615586,43834.77735825171,34.511079619176044,70.25804978423054,25.289293128810932
26,KKs58,PGC2815824,206.5031,-36.3289,3.36,0.1,0.1,-10,477.0,5.0,-7,stars,dSph,3.6041590105751022,-0.011066415781689357,0.9972085806571145,0.07473578768944152,0.5874216993425586,0.14385848639648285,0.15658404090956113,72.60185028362416,276.5058320477324,298.101828581312,74.5701483385307,10.235372746604412,8.907445850874282
27,UGC05288,PGC28378,147.8208,7.8283,11.27197456175511,0.6550189897678518,0.6954307513173266,CF4,554.0,12.0,LEDA,,,2.579959662932034,0.0023846365473162907,0.5820479387090934,0.9495513882045514,9.549359250742356,0.6338705768059754,0.6805614732156648,-780.1205872584316,376.3591497521561,398.4599255741655,370.9948183856761,22.94527141609518,23.04561725280712
28,UGC05373,PGC28913,150.0001,5.3322,1.3995873225726183,0.0192030579697339,0.0194701991164747,CF4,302.0,2.0,LEDA,,,2.617995623320746,0.0016242810057866875,0.6125543567310154,0.9115081565241777,3.2204264190207805,0.07217842680370223,0.07390876154069703,379.4132764991683,30.361802366705128,30.867048292793104,416.64173826939424,6.754937903282723,6.6388262909738955
29,PGC029033,PGC29033,150.4092,-8.2485,9.727472237769655,1.097686760099954,1.2373097236622073,CF4,446.0,3.0,LEDA,,,2.625135765290655,-0.0025126367871106657,0.6182298870767909,0.9043076833662888,7.937464916837918,1.0152739637318096,1.1775254381677964,-988.7597515789294,960.2553754848224,1094.7068415773404,266.3346402990516,25.831842554495466,27.86296905288515
30,NGC3109,PGC29128,150.7786,-26.1595,1.3061708881318403,0.0530297131904253,0.0552737943341083,CF4,403.0,2.0,LEDA,,,2.6315830115475225,-0.007968639392910403,0.6233312879760452,0.8978006315049502,3.233164259591113,0.08539911894529606,0.08754641646681627,305.7716842071343,29.348619665363756,29.93025691314802,374.80765460214246,10.167260079219147,10.175764995204815
31,PGC029194,PGC29194,151.0165,-27.332,1.3365955165464416,0.0601567077350992,0.0629918060261767,CF4,361.0,3.0,LEDA,,,2.6357351498380166,-0.00832580331761032,0.6265749067937845,0.8936456650894685,3.217586890463522,0.08742313727203976,0.08974913886090086,333.0600217697304,33.2190703837702,33.9308036904134,389.2374517633341,9.977537715154426,9.84693592710562
32,UGC05456,PGC29428,151.8324,10.362,10.28016298126473,0.9904991134653685,1.0961098769695674,CF4,542.0,3.0,LEDA,,,2.6499752912050387,0.0031564457038298745,0.6374904668133918,0.8795596635830242,8.358915007412227,0.9359522127136097,1.0574106846783344,-612.5776930012934,450.67889157341165,501.1831874588667,333.101538378445,20.64969235378078,21.70050998492229
33,PGC029653,PGC29653,152.7533,-4.6928,1.4125375446227544,0.0510928621568034,0.053010296333156,CF4,324.0,1.0,LEDA,,,2.6660480282866543,-0.001429508627575066,0.6498461192657734,0.8634143647180418,3.1523047316426442,0.08441211199747212,0.08667174213352169,351.7982568659854,33.66023304764361,34.372901252429685,394.86321100733505,7.905139559815893,7.769449579992113
34,PGC3097113,PGC3097113,207.8286,-46.9735,5.597576014951097,0.3009415760345248,0.3180403268036409,CF4,529.0,5.0,LEDA,,,3.6272933498102873,-0.014308946368350957,0.995212517374397,0.09789083213746187,1.7753942611018627,0.36001559618357315,0.37998628839211124,-15.608012883661345,31.66397494527468,32.81597518326396,1.8055288278342014,12.021504693826863,12.785022174037119
35,PGC3097708,PGC3097708,189.3995,-8.8671,9.549925860214357,0.429817466655269,0.4500741397856451,CF4,1105.0,5.0,LEDA,,,3.305644876631,-0.002701073122990724,0.9750252995025377,0.22396140018999183,5.829202105043238,0.4915734812671291,0.5118086931263619,575.536637084909,180.51094402975468,187.5987273536375,588.6362110772485,10.22683487042525,10.075899302697962
36,UGC05797,PGC31693,159.855,1.7185,10.185913880541165,0.9814181630094492,1.0860606812139295,CF4,707.0,2.0,LEDA,,,2.789996075775535,0.0005234850359034587,0.73879588665948,0.739514428488105,7.771608077430974,0.9465987922198051,1.06628454323112,-40.49952097881022,38.1929962526893,41.01965891189865,411.9577735934825,16.608262877868583,17.123689621526466
37,ESO376-016,PGC31961,160.8636,-37.0439,6.760829753919814,0.3042874635732682,0.3186280899215647,CF4,669.0,6.0,LEDA,,,2.8075994666111503,-0.011284217236836855,0.7506353494695613,0.7217731658792658,4.623593755023817,0.2652762716067585,0.2895239074133773,-151.67633542431787,140.35564209161362,147.86277707320193,416.9478141063618,14.794209059187324,13.522349626892662
38,NGC3351,PGC32007,160.9904,11.7035,9.727472237769655,0.1334659226103234,0.1353226185424603,CF4,778.0,2.0,LEDA,,,2.809812544102679,0.0035650899724737443,0.7519616881372854,0.719763446074564,7.273511040691683,0.15814441518133648,0.1609352267970081,92.61145447912705,25.051752774284857,25.24085845697533,472.7763039321973,7.392179960636213,7.276657391102219
39,NGC3368,PGC32192,161.6904,11.8198,10.91440336448757,0.4431178839785694,0.4618694937467449,CF4,892.0,2.0,LEDA,,,2.8220298488666398,0.003600516978394938,0.7599565498298969,0.7075500634941149,8.354509672576588,0.4581446641867828,0.47999231411085574,258.55749368105586,75.42828858915416,78.20621333797804,564.4379109295934,9.122055644260854,8.975652916578724
40,NGC3377,PGC32249,161.9265,13.9856,10.185913880541165,0.0933850197743204,0.0942491007235659,CF4,684.0,11.0,LEDA,,,2.826150571230598,0.004260257386168992,0.7626179103495725,0.7034456381916373,7.649449266417674,0.12431146010329552,0.12557498548421808,-38.747931764294655,29.737182782265982,29.776076503849893,371.0931420064488,15.929861652134548,15.805717297607544
41,ESO318-013,PGC32250,161.9232,-38.8537,6.760829753919814,0.123399049900728,0.1256932095229395,CF4,715.0,7.0,LEDA,,,2.8260929753652824,-0.01183551384316684,0.7627260547562387,0.7032784352905697,4.554448580746779,0.12104003151206921,0.1267270459917409,14.408283969156578,41.65796742565062,41.820184311201196,445.0493843480776,11.378277748682706,10.654226833693997
42,NGC3379,PGC32256,161.9566,12.5816,11.066237839776658,0.1014558783448134,0.102394638028942,CF4,908.0,6.0,LEDA,,,2.8266759153354486,0.0038325745287884527,0.7629639460570932,0.7029105136209732,8.4841651566937,0.13523215711525083,0.1363853678802407,281.7077002068811,39.17933721925182,39.408407040064404,576.3468653351051,10.497401723314397,10.385878576769528
43,NGC3384,PGC32292,162.0705,12.6294,9.204495717531715,0.0843873239726136,0.0851681502676466,CF4,563.0,6.0,LEDA,,,2.82866384535347,0.0038471352414542574,0.7642469524181058,0.7009234593256041,6.72147072930294,0.11148980624655103,0.11293255328224294,-236.74223202375092,44.282247468579484,44.601944412833866,268.5857342183211,11.752921987406012,11.672073505505239
44,NGC3621,PGC34554,169.5687,-32.814,6.8233869414167,0.2770252007439451,0.2887481951165949,CF4,728.0,3.0,LEDA,,,2.959532123326509,-0.009995716012881057,0.8419770311781671,0.5698590439911342,4.126032594270122,0.265839271855822,0.285783864821088,158.63957227218515,95.4512674417487,100.36558982714025,382.78640958008964,10.969796189167653,10.019843129328137
45,NGC3627,PGC34695,170.0625,12.991,11.015393095414156,0.4957743571819328,0.5191394827967795,CF4,721.0,2.0,LEDA,,,2.9681505591728565,0.003957284900449131,0.8464644598307526,0.5614867011627594,8.001165556591822,0.5258579859297665,0.5517488975483005,101.41912903860955,35.21343651741509,36.40288328562837,328.3283502718992,10.108530809675926,10.258201700773327
46,ESO320-014,PGC36014,174.4716,-39.2206,5.861381645140288,0.1069822717687163,0.1089712206980788,CF4,654.0,4.0,LEDA,,,3.0451038712225387,-0.011947277974486581,0.8850084689956212,0.4842841256571272,3.025152610370687,0.11408637664019317,0.12062103963855764,86.8425784836074,53.641820149713425,55.149604911416276,290.84445882545697,9.910922946280834,9.110410798489852
47,ESO379-007,PGC37369,178.6798,-33.5588,5.321082592667939,0.1687961468503775,0.1743261459083047,CF4,642.0,3.0,LEDA,,,3.118550816804964,-0.010222595067138195,0.9167815616114556,0.4108502804466887,2.34721151570399,0.15025328131917748,0.1673765726948928,111.31414555381836,106.19288589801599,114.04504093564935,252.21641643122143,10.20091982335984,8.350964645377644
48,ESO572-034,PGC37727,179.742,-19.0299,10.28016298126473,0.3718435323370528,0.3857982310378318,CF4,1114.0,4.0,LEDA,,,3.1370897041196475,-0.005796839036799086,0.9240073006628214,0.39236507275552757,6.855975084718067,0.4210135232083534,0.4357693970941856,595.6573153298301,141.74592249606152,146.30686780841518,644.074022300293,9.368659414698755,9.156856815509968
49,ESO379-024,PGC38252,181.2362,-35.7431,5.345643593969718,0.2405935942156567,0.2519324209813893,CF4,632.0,6.0,LEDA,,,3.163168413802947,-0.010887970897178302,0.9336832485957495,0.3662321179328183,2.212495256667633,0.21193656552289486,0.24138084946169913,97.26977333132234,121.6583193099824,133.05564937828606,220.26842298952693,15.156529078761281,12.63764534372902
50,ESO321-014,PGC39032,183.4571,-38.231,3.2508729738543423,0.1463133857259904,0.1532089231556668,CF4,611.0,3.0,LEDA,,,3.201930431160489,-0.011645828575865658,0.9468591696998048,0.32746991934117076,1.3187954919513851,0.07611359321152,0.10462410825815494,-61.06967141894204,59.36893837455296,71.39887883114918,133.1429234292561,26.732301051974588,25.291942187445727
51,IC3104,PGC39573,184.692,-79.7259,2.301441817408507,0.0210997454080899,0.0212949789485978,CF4,429.0,4.0,LEDA,,,3.223483502093367,-0.02428589794817315,0.953504912431251,0.306136967874209,1.8243343004468093,0.08141453277286748,0.08339637738070582,143.00078694781234,40.264922536272145,40.951776370391784,171.48604209266384,9.353237286029923,9.191997306078946
52,HIPASSJ1247-77,PGC3994669,191.8908,-77.5826,3.388441561392023,0.2551558370764417,0.2759341850863102,CF4,413.0,4.0,LEDA,,,3.349126264285935,-0.023633011432344298,0.9837275970185125,0.1806473212666915,0.8194172384319852,0.1295290336077738,0.21822546060097137,201.74483416971907,551.3227040393976,846.5962504992025,145.51448954570517,36.34627355570291,15.327447086570515
53,NGC4298,PGC39950,185.3867,14.6061,14.521116175877411,1.27770082393077,1.4009710946342704,CF4,1129.0,5.0,LEDA,,,3.2356083044069717,0.004449272495146644,0.9570154984524666,0.2942652730514918,10.864688969600868,1.336014665912332,1.459965968945987,584.8880344878208,213.88385191539328,232.69574626291967,623.9324697817046,11.01452288960877,11.050408544158927
54,PGC040045,PGC40045,185.5317,15.7992,9.078205301781855,1.0244208897911982,1.1547246210256912,CF4,1299.0,2.0,LEDA,,,3.2381390318223637,0.004812711538694166,0.9577393418393386,0.29175921390497705,5.475526094031731,1.0596370128877561,1.198187663243866,799.5651505704124,587.0221138972477,660.8421913107675,795.9098836396824,7.803713790839197,6.444731437020323
55,NGC4328,PGC40209,185.8333,15.8205,14.521116175877411,1.5194203955445076,1.6969847977118668,CF4,479.0,10.0,LEDA,,,3.2434029448463786,0.004819199889735623,0.9592375367148525,0.28650460123837945,10.853154566366213,1.5767032098449931,1.7554617747900636,-88.40422293970268,52.019994634229704,56.11140867282742,-24.58219083425374,17.113478573351298,17.606423186817214
56,UGC07512,PGC40563,186.4212,2.1593,11.587773561551264,0.4191410837456395,0.4348707846228556,CF4,1505.0,2.0,LEDA,,,3.253663735518853,0.0006577603945454399,0.9621422658578503,0.2760400092730998,7.923899834710577,0.4811112717470216,0.4964164476792927,988.6274943626638,196.24542909976077,202.43298716633146,995.0635847296622,6.831526893098726,6.682251698836012
57,NGC4413,PGC40705,186.6342,12.6106,14.723125024327189,0.2687273168679063,0.273723330696539,CF4,95.0,4.0,LEDA,,,3.2573812868256007,0.003841408433962267,0.9631028972274516,0.2724931613157352,11.034145047269524,0.3347683608222525,0.3387515630287048,-481.97116723826196,50.60411765939366,51.19612844964308,-410.6341067223318,9.528801900596306,9.570031840606646
58,6dFJ0956376-092911,PGC4078671,149.1567,-9.4863,9.162204901219992,0.4525690016591888,0.4760853350197056,CF4,621.0,41.0,LEDA,,,2.6032755164094263,-0.002889692229322654,0.6009068865464824,0.9261611272647822,7.501395069718178,0.42297506969756427,0.45324404204415103,-776.7801831640166,554.2864339858809,579.7961070505986,448.2064919315963,48.467222392395854,47.18785841655392
59,NGC4455,PGC41066,187.1837,22.8215,6.456542290346557,0.2621315395787409,0.2732242724966216,CF4,643.0,3.0,LEDA,,,3.2669718710653095,0.00695182644566237,0.9655820490647251,0.26312436545488294,2.890441577903111,0.30092917268591757,0.3166055695404406,97.74266585099518,66.97011704643887,69.74937911638548,161.91682653089302,11.052735982483625,11.118458419385433
60,PGC041395,PGC41395,187.7652,1.6758,9.204495717531715,0.5747102398620143,0.6129837126681341,CF4,1105.0,4.0,LEDA,,,3.277120960665657,0.0005104778720785662,0.9682652496389168,0.2526025911134108,5.531646444280918,0.629705187201667,0.6694460649708445,581.2651067868776,250.5730826167205,265.6278768685527,595.586609516597,9.418351824873866,9.067473933895826
61,NGC4437,PGC41618,188.1895,0.1146,8.165823713585919,0.4390178626289032,0.4639617640837823,CF4,1128.0,2.0,LEDA,,,3.284526392681869,3.49091563075568e-05,0.9700929936411425,0.24518270041178067,4.4998950591400915,0.4921820495396272,0.5189422108714759,615.9194472483383,280.3410551775984,294.93289429003346,617.0217426141238,6.805070306014272,6.480503336561469
62,PGC042120,PGC42120,189.3085,-10.4979,9.594006315159332,0.3043424473599696,0.314313133768346,CF4,756.0,8.0,LEDA,,,3.3040566270116853,-0.003197843211178888,0.9746761336157976,0.22552816734072006,5.875015201872184,0.3677415833976081,0.37725648078145824,210.04537999571485,59.71406869651973,60.96095146416124,243.77089782776648,13.649033427049943,13.6569984112557
63,NGC4592,PGC42336,189.8281,-0.532,8.669618757582173,0.3519810465554585,0.3668759796408452,CF4,1068.0,2.0,LEDA,,,3.313125357805048,-0.000162056467326529,0.9766311947817437,0.21661206589293505,4.949377452106941,0.4129955457033221,0.42801028870613056,541.5701557926883,178.22644023060485,184.52491145814452,551.2273020210284,7.142370440718423,6.949708940037567
64,NGC4594,PGC42407,189.9976,-11.623,9.120108393559102,0.3298832252502475,0.3422632200988236,CF4,1087.0,5.0,LEDA,,,3.3160836908871785,-0.0035405682701809137,0.9772959431846425,0.2134970405288312,5.389590840172827,0.39282563664649217,0.40493222790138894,558.1100098853707,157.70495869843907,162.38140161887384,568.9414359097135,10.108869470922059,9.970034032018134
65,NGC4600,PGC42447,190.0958,3.1177,9.078205301781855,0.2879801334730167,0.297414767476944,CF4,852.0,30.0,LEDA,,,3.3177976042126365,0.0009497057296690214,0.9776095130100112,0.21201200510534796,5.346115823222364,0.35153220675353225,0.3605519515494393,312.22012506583513,111.28375363723208,113.28867096598304,336.41815920034816,35.24173527873006,35.11344459964448
66,ESO381-018,PGC42936,191.1772,-35.9666,5.321082592667939,0.1211226273327836,0.1239439357562721,CF4,620.0,8.0,LEDA,,,3.3366715947437036,-0.010956052890500632,0.9814828183160795,0.1927413460291658,1.6842094838318833,0.16304033298496656,0.17019961806957196,84.41719678498085,83.63173952228665,86.32570404498254,125.37190328126722,14.530843962319906,13.932197222916201
67,ESO381-020,PGC43048,191.5017,-33.8381,5.345643593969718,0.1216817039785205,0.1245160349700009,CF4,588.0,3.0,LEDA,,,3.342335188166425,-0.010307674712484624,0.982550893893412,0.18708334388084472,1.6932427496417821,0.16558567504770827,0.17239983170164752,44.99852749843814,45.44660558502256,46.78813684782112,93.70115793054715,10.528559366115104,10.483159905503143
68,PGC043072,PGC43072,191.5638,10.2055,9.418895965228415,0.9075155832046456,1.0042783287046235,CF4,1136.0,2.0,LEDA,,,3.343419037631913,0.003108773077633255,0.9826393974579051,0.18660690313521514,5.650592182309754,0.9667299983232356,1.0651570673873296,604.5994900194531,368.55467498648034,405.1478062512814,611.9548993478908,7.472815752742349,7.120999701369897
69,SDSSJ124936.90+215505.7,PGC4343356,192.4035,21.9178,6.338697112569274,0.2852883650301372,0.2987335914498237,CF4,539.0,4.0,LEDA,,,3.35807456736091,0.006676543683401121,0.9851841303248986,0.172351964942434,2.601070812784277,0.33901118515100004,0.3550701869818469,-11.339544623897002,17.907984799958513,18.277897787767436,29.274700246811527,11.739169909095843,12.290608238556601
70,PGC043851,PGC43851,193.4868,-12.1059,8.953647655495944,0.5590477903019657,0.5962782047184252,CF4,823.0,2.0,LEDA,,,3.3769817191477642,-0.0036876680221959155,0.98837028610102,0.15265861113333865,5.150951666096326,0.6242203578932992,0.6613506117370438,282.1481243135489,130.31062077025814,137.6877182021709,295.5154095329432,7.633914912554417,7.663711650370487
71,ESO443-009,PGC43978,193.7232,-28.3408,5.834451042737443,0.2881939131583388,0.3031690089104923,CF4,643.0,4.0,LEDA,,,3.381107677499479,-0.00863310137069115,0.989017184574388,0.14834404753007818,2.076156027215516,0.33917430164116946,0.3584641357391445,104.01910121394481,116.33954784805591,122.1671537436348,125.54730268125611,10.896872732250444,10.935589414641683
