,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,e_V_LG,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
21,PGC2807065,PGC2807065,116.525,-28.4263,5.675446054085469,0.230419525661258,0.2401702876692688,CF4,217.6799985617667,7.0,LEDA,,,7.0,2.0337449108863925,-0.008659146160082915,0.07514251774535735,1.4955829146740507,6.630834130380472,0.22358618771401595,0.23306721428156774,550.8542633484518,47.899141467529965,49.208056818380975,334.84413832773305,12.342967628252723,12.148197068555078
22,PGC2807150,PGC2807150,208.6396,4.2444,2.5468302525850426,0.2873944823640655,0.3239503294396515,CF4,206.5365849826047,3.0,LEDA,,,3.0,3.641447970043961,0.0012929181765427057,0.9936449184496878,0.11279915033219567,1.3812065688809656,0.369827767696987,0.34649875853711976,100.36703271264454,162.22007916248486,156.97069042003864,100.86857099286325,8.218393375689573,7.776810863231361
23,KKs54,PGC2815821,200.3829,-31.8864,3.75,0.1,0.1,-10,393.991542422248,11.0,-7,stars,Tr,11.0,3.4973413696945457,-0.009713152894286904,0.9994830444523013,0.032155873315655156,0.18004111137651682,0.057472638256544875,0.14754675573843154,-121.69749464365186,2393.7855699226448,5869.156646886342,-58.642887315662286,36.047430263962276,101.67174729235407
24,KKs55,PGC2815822,200.55,-42.7311,3.85,0.07,0.07,-1,282.3448050687075,14.0,-7,stars,Sph,14.0,3.500257814874628,-0.013016637426647822,0.9995741879802877,0.02918363385381658,0.11720493169776187,0.005989620386469538,0.09013746850035338,74.29568356770154,1258.291247586933,13601.389835119337,13.935226810716289,35.75826507156736,24.282837859145374
25,KKs57,PGC2815823,205.4079,-42.5797,3.84,0.47,0.47,-1,274.8249519203368,17.0,-7,stars,Sph,17.0,3.5850441646072606,-0.012970518349292116,0.9984532418608977,0.05562655925203715,0.21876266772132683,0.006184770641101817,0.39948598268396374,132.98697256885285,2214.3861163595475,40881.27023127402,21.238193686570952,60.8418103644674,31.725986500125842
26,KKs58,PGC2815824,206.5031,-36.3289,3.36,0.1,0.1,-10,255.9270951543958,5.0,-7,stars,dSph,5.0,3.6041590105751022,-0.011066415781689357,0.9972085806571145,0.07473578768944152,0.5874216993425586,0.14385848639648285,0.15658404090956113,53.29811068071027,205.9352658170317,221.78921181166407,51.73768562235431,9.365525047145582,9.406889994904816
27,UGC05288,PGC28378,147.8208,7.8283,11.27197456175511,0.6550189897678518,0.6954307513173266,CF4,374.551093721425,12.0,LEDA,,,12.0,2.579959662932034,0.0023846365473162907,0.5820479387090933,0.9495513882045516,9.549359250742357,0.6338705768059754,0.6805614732156631,-304.3997473923238,172.99056702093293,181.61419609478688,268.3779647647315,17.979332686029295,17.67950119166329
28,UGC05373,PGC28913,150.0001,5.3322,1.3995873225726183,0.0192030579697339,0.0194701991164747,CF4,111.89936479366617,2.0,LEDA,,,2.0,2.617995623320746,0.0016242810057866875,0.6125543567310154,0.9115081565241777,3.2204264190207805,0.07217842680370223,0.07390876154069703,250.0793158940809,22.286132372287415,22.619150649138962,250.95245475171234,5.44061376671749,5.343847418948798
29,PGC029033,PGC29033,150.4092,-8.2485,9.727472237769655,1.097686760099954,1.2373097236622073,CF4,202.20693400480775,3.0,LEDA,,,3.0,2.625135765290655,-0.0025126367871106657,0.6182298870767909,0.9043076833662888,7.937464916837918,1.0152739637318096,1.1775254381677964,-664.155078272435,653.4353903772519,743.747140874705,105.17561890719523,17.46232207473396,18.65236163109749
30,NGC3109,PGC29128,150.7786,-26.1595,1.3061708881318403,0.0530297131904253,0.0552737943341083,CF4,109.57324371604147,2.0,LEDA,,,2.0,2.6315830115475225,-0.007968639392910403,0.6233312879760452,0.8978006315049502,3.233164259591113,0.08539911894529606,0.08754641646681627,247.79433524923368,25.040179866328177,25.511532913764917,250.1327714405926,5.758520576619617,5.495372056414624
31,PGC029194,PGC29194,151.0165,-27.332,1.3365955165464416,0.0601567077350992,0.0629918060261767,CF4,65.34599654157512,3.0,LEDA,,,3.0,2.6357351498380166,-0.00832580331761032,0.6265749067937845,0.8936456650894685,3.217586890463522,0.08742313727203976,0.08974913886090086,277.40132264544184,28.889928783117774,29.482722116837486,264.81386921259826,6.728174288035973,6.707718452980487
32,UGC05456,PGC29428,151.8324,10.362,10.28016298126473,0.9904991134653685,1.0961098769695674,CF4,375.3594626295077,3.0,LEDA,,,3.0,2.6499752912050387,0.0031564457038298745,0.6374904668133918,0.8795596635830242,8.358915007412227,0.9359522127136097,1.0574106846783344,-200.60096104589968,162.2126932631281,178.75134690219778,253.53483606994297,12.466826269013268,12.385700391465946
33,PGC029653,PGC29653,152.7533,-4.6928,1.4125375446227544,0.0510928621568034,0.053010296333156,CF4,94.03202720967798,1.0,LEDA,,,1.0,2.6660480282866543,-0.001429508627575066,0.6498461192657734,0.8634143647180418,3.1523047316426442,0.08441211199747212,0.08667174213352169,257.7062405926208,26.276036401287648,26.798094257632492,252.15479082632856,5.466866265342446,5.428412915643889
34,PGC3097113,PGC3097113,207.8286,-46.9735,5.597576014951097,0.3009415760345248,0.3180403268036409,CF4,291.28721398120115,5.0,LEDA,,,5.0,3.6272933498102873,-0.014308946368350957,0.995212517374397,0.09789083213746187,1.7753942611018627,0.36001559618357315,0.37998628839211124,-14.203964214361351,29.762681637931745,30.81105148983418,-4.08276921540887,11.078395265202927,11.41929474551474
35,PGC3097708,PGC3097708,189.3995,-8.8671,9.549925860214357,0.429817466655269,0.4500741397856451,CF4,917.490311350293,5.0,LEDA,,,5.0,3.305644876631,-0.002701073122990724,0.9750252995025377,0.22396140018999183,5.829202105043238,0.4915734812671291,0.5118086931263619,634.6739250602171,197.96495943905038,205.78102356474986,624.7917080208445,10.109148689103108,9.978184123837991
36,UGC05797,PGC31693,159.855,1.7185,10.185913880541165,0.9814181630094492,1.0860606812139295,CF4,507.48760181177454,2.0,LEDA,,,2.0,2.789996075775535,0.0005234850359034587,0.73879588665948,0.739514428488105,7.771608077430974,0.9465987922198051,1.06628454323112,152.5601806715056,105.40548661730392,116.05341912524653,335.62722301139337,9.591214210962903,8.994140685557511
37,ESO376-016,PGC31961,160.8636,-37.0439,6.760829753919814,0.3042874635732682,0.3186280899215647,CF4,364.46306419038063,6.0,LEDA,,,6.0,2.8075994666111503,-0.011284217236836855,0.7506353494695613,0.7217731658792658,4.623593755023817,0.2652762716067585,0.2895239074133773,-115.58223131716925,115.7564058206872,121.47708340393555,224.9538189726872,11.514253792346807,10.475779082924447
38,NGC3351,PGC32007,160.9904,11.7035,9.727472237769655,0.1334659226103234,0.1353226185424603,CF4,624.0546821630431,2.0,LEDA,,,2.0,2.809812544102679,0.0035650899724737443,0.7519616881372854,0.7197634460745641,7.273511040691683,0.15814441518133648,0.1609352267970081,351.41670476464026,56.313460962228994,57.031027663206935,440.96015736942354,5.084832559450888,4.862212036446692
39,NGC3368,PGC32192,161.6904,11.8198,10.91440336448757,0.4431178839785694,0.4618694937467449,CF4,739.3049155288525,2.0,LEDA,,,2.0,2.8220298488666398,0.003600516978394938,0.7599565498298968,0.707550063494115,8.354509672576588,0.4581446641867828,0.47999231411085574,489.29035220916313,131.65611923371378,136.91302267678026,544.5323380894843,5.593523793975464,5.129394793042479
40,NGC3377,PGC32249,161.9265,13.9856,10.185913880541165,0.0933850197743204,0.0942491007235659,CF4,541.8622481604492,11.0,LEDA,,,11.0,2.826150571230598,0.004260257386168992,0.7626179103495725,0.7034456381916373,7.649449266417674,0.12431146010329552,0.12557498548421808,216.1828147628277,44.868492294749124,45.08548850140496,357.6978394686053,14.056638239348388,13.85437522490588
41,ESO318-013,PGC32250,161.9232,-38.8537,6.760829753919814,0.123399049900728,0.1256932095229395,CF4,409.4999110311934,7.0,LEDA,,,7.0,2.8260929753652824,-0.01183551384316684,0.7627260547562387,0.7032784352905697,4.554448580746779,0.12104003151206921,0.1267270459917409,31.90460340001063,47.21881115989784,47.57801183982302,256.74518349044223,9.536990071506551,8.885943663940623
42,NGC3379,PGC32256,161.9566,12.5816,11.066237839776658,0.1014558783448134,0.102394638028942,CF4,759.1833558135661,6.0,LEDA,,,6.0,2.8266759153354486,0.0038325745287884527,0.7629639460570932,0.7029105136209732,8.4841651566937,0.13523215711525083,0.1363853678802407,513.0342095072547,56.661960274426804,57.079132592955006,562.09675921031,8.861105636902607,8.682366913177816
43,NGC3384,PGC32292,162.0705,12.6294,9.204495717531715,0.0843873239726136,0.0851681502676466,CF4,414.5289015306474,6.0,LEDA,,,6.0,2.82866384535347,0.0038471352414542574,0.7642469524181058,0.7009234593256041,6.72147072930294,0.11148980624655103,0.11293255328224294,28.561677668705762,23.387709525280812,23.4262792430511,242.38999762740647,9.614049858121348,9.44543491042623
44,NGC3621,PGC34554,169.5687,-32.814,6.8233869414167,0.2770252007439451,0.2887481951165949,CF4,438.1185984775583,3.0,LEDA,,,3.0,2.959532123326509,-0.009995716012881057,0.8419770311781671,0.5698590439911342,4.126032594270122,0.265839271855822,0.285783864821088,144.99283214335912,88.68138101282656,93.17295591130707,240.46524471270803,7.711675420639608,6.7615716835616695
45,NGC3627,PGC34695,170.0625,12.991,11.015393095414156,0.4957743571819328,0.5191394827967795,CF4,584.4903960939342,2.0,LEDA,,,2.0,2.9681505591728565,0.003957284900449131,0.8464644598307526,0.5614867011627594,8.001165556591822,0.5258579859297665,0.5517488975483005,281.3082512426554,80.11503010425326,83.41422221410589,358.2776835870657,7.089062298738611,6.8809335348360605
46,ESO320-014,PGC36014,174.4716,-39.2206,5.861381645140288,0.1069822717687163,0.1089712206980788,CF4,362.1827864744439,4.0,LEDA,,,4.0,3.0451038712225387,-0.011947277974486581,0.8850084689956212,0.4842841256571272,3.025152610370687,0.11408637664019317,0.12062103963855764,39.68979541299263,35.3104759980554,35.99958115549968,159.5033715502756,8.148301406118293,7.454193977724458
47,ESO379-007,PGC37369,178.6798,-33.5588,5.321082592667939,0.1687961468503775,0.1743261459083047,CF4,364.5552165369644,3.0,LEDA,,,3.0,3.118550816804964,-0.010222595067138195,0.9167815616114556,0.41085028044668875,2.34721151570399,0.15025328131917748,0.1673765726948928,72.57664864482975,75.6233844855727,80.74297727798667,144.90774505175148,7.635016716208128,6.110979371456523
48,ESO572-034,PGC37727,179.742,-19.0299,10.28016298126473,0.3718435323370528,0.3857982310378318,CF4,871.5065883944192,4.0,LEDA,,,4.0,3.1370897041196475,-0.005796839036799086,0.9240073006628214,0.3923650727555276,6.855975084718067,0.4210135232083534,0.4357693970941856,612.5554118158309,145.4646002043863,150.15493416348704,602.254219553367,8.348761713373733,8.260574494278899
49,ESO379-024,PGC38252,181.2362,-35.7431,5.345643593969718,0.2405935942156567,0.2519324209813893,CF4,355.49713053756994,6.0,LEDA,,,6.0,3.163168413802947,-0.010887970897178302,0.9336832485957495,0.3662321179328183,2.212495256667633,0.21193656552289486,0.24138084946169913,56.872293718670775,79.94673454711426,86.61059610506524,124.44265379847691,11.897409084684412,9.75557148899189
50,ESO321-014,PGC39032,183.4571,-38.231,3.2508729738543423,0.1463133857259904,0.1532089231556668,CF4,334.83817945052454,3.0,LEDA,,,3.0,3.201930431160489,-0.011645828575865658,0.9468591696998048,0.32746991934117076,1.3187954919513851,0.07611359321152,0.10462410825815494,-22.38174319716794,29.950913080047705,34.35982885969351,77.08113897504651,16.18462331653469,14.238992454440023
51,IC3104,PGC39573,184.692,-79.7259,2.301441817408507,0.0210997454080899,0.0212949789485978,CF4,170.2163054273379,4.0,LEDA,,,4.0,3.223483502093367,-0.02428589794817315,0.953504912431251,0.306136967874209,1.8243343004468093,0.08141453277286748,0.08339637738070582,152.55965342758225,42.31652744154369,43.049293918744546,150.01118661695062,7.8094474623639485,7.923832694301012
52,HIPASSJ1247-77,PGC3994669,191.8908,-77.5826,3.388441561392023,0.2551558370764417,0.2759341850863102,CF4,153.80087704155716,4.0,LEDA,,,4.0,3.349126264285935,-0.023633011432344298,0.9837275970185125,0.1806473212666915,0.8194172384319852,0.1295290336077738,0.21822546060097137,227.2487513350516,619.324039993223,951.9250952391492,122.34185897485617,52.51387801649666,27.575282622740986
53,NGC4298,PGC39950,185.3867,14.6061,14.521116175877411,1.27770082393077,1.4009710946342704,CF4,1029.6399299357238,5.0,LEDA,,,5.0,3.2356083044069717,0.004449272495146644,0.9570154984524666,0.2942652730514918,10.864688969600868,1.336014665912332,1.459965968945987,739.824115159833,267.71798787612175,291.51312860305825,744.415120572266,9.878654182962691,9.666287513643624
54,PGC040045,PGC40045,185.5317,15.7992,9.078205301781855,1.0244208897911982,1.1547246210256912,CF4,1205.550487550194,2.0,LEDA,,,2.0,3.2381390318223637,0.004812711538694166,0.9577393418393386,0.29175921390497705,5.475526094031731,1.0596370128877561,1.198187663243866,968.4122418786184,709.3146388080436,798.7235714168248,913.5381670974544,13.184058105332383,9.83293938176746
55,NGC4328,PGC40209,185.8333,15.8205,14.521116175877411,1.5194203955445076,1.6969847977118668,CF4,386.3495026105897,10.0,LEDA,,,10.0,3.2434029448463786,0.004819199889735623,0.9592375367148525,0.28650460123837945,10.853154566366213,1.5767032098449931,1.7554617747900636,72.58404763390146,45.53936346282903,48.89860786985406,103.48999066425365,15.861699336765327,16.010710076195537
56,UGC07512,PGC40563,186.4212,2.1593,11.587773561551264,0.4191410837456395,0.4348707846228556,CF4,1352.9823866604595,2.0,LEDA,,,2.0,3.253663735518853,0.0006577603945454399,0.9621422658578503,0.2760400092730998,7.923899834710577,0.4811112717470216,0.4964164476792927,1088.5556012792217,215.3139163010046,222.12689796499134,1062.6038484766132,7.326854378372673,7.183730412377599
57,NGC4413,PGC40705,186.6342,12.6106,14.723125024327189,0.2687273168679063,0.273723330696539,CF4,-10.63572754312996,4.0,LEDA,,,4.0,3.2573812868256007,0.003841408433962267,0.9631028972274516,0.2724931613157352,11.034145047269524,0.3347683608222525,0.3387515630287048,-336.066147209638,38.169317697897746,38.582111655108264,-293.75469536644357,9.189290330044969,9.206533203990887
58,6dFJ0956376-092911,PGC4078671,149.1567,-9.4863,9.162204901219992,0.4525690016591888,0.4760853350197056,CF4,372.585703880873,41.0,LEDA,,,41.0,2.6032755164094263,-0.002889692229322654,0.6009068865464824,0.9261611272647822,7.501395069718178,0.42297506969756427,0.45324404204415103,-367.3241886655675,334.3758822480029,346.4389087833267,273.5399801912155,44.0366141933836,42.58887337544263
59,NGC4455,PGC41066,187.1837,22.8215,6.456542290346557,0.2621315395787409,0.2732242724966216,CF4,586.8174603145833,3.0,LEDA,,,3.0,3.2669718710653095,0.00695182644566237,0.9655820490647251,0.26312436545488294,2.890441577903111,0.30092917268591757,0.3166055695404406,323.3973307164598,199.0686539872813,208.2642895570378,302.90994987448664,8.581423209746788,8.023832287564119
60,PGC041395,PGC41395,187.7652,1.6758,9.204495717531715,0.5747102398620143,0.6129837126681341,CF4,954.300795500947,4.0,LEDA,,,4.0,3.277120960665657,0.0005104778720785662,0.9682652496389168,0.2526025911134108,5.531646444280918,0.629705187201667,0.6694460649708445,682.4209372624621,292.4739703213018,310.1487054527807,663.5849583509114,9.779368676697459,9.329186532853441
61,NGC4437,PGC41618,188.1895,0.1146,8.165823713585919,0.4390178626289032,0.4639617640837823,CF4,971.9534132923036,2.0,LEDA,,,2.0,3.284526392681869,3.49091563075568e-05,0.9700929936411425,0.24518270041178067,4.4998950591400915,0.4921820495396272,0.5189422108714759,712.3044429023201,322.9947962041967,339.87010656554094,678.0213227727801,8.876090233133255,8.111096114070506
62,PGC042120,PGC42120,189.3085,-10.4979,9.594006315159332,0.3043424473599696,0.314313133768346,CF4,562.4539150109454,8.0,LEDA,,,8.0,3.3040566270116853,-0.003197843211178888,0.9746761336157976,0.22552816734072006,5.875015201872184,0.3677415833976081,0.37725648078145824,262.96589828100565,71.28460791696715,72.8456403331557,273.8289762032194,12.976886002669573,12.899620677837333
