,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,e_V_LG,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
10,UGC03974,PGC21600,115.4808,16.8025,7.979946872679773,0.073160592681515,0.0738375393108983,CF4,162.279877513386,2.0,LEDA,,,2.0,2.0155201828370677,0.005118334195966171,0.056796839645337494,1.5139689060949286,8.673465698043394,0.09340381189495162,0.0946547364100816,744.2336271661163,39.45663550730708,39.88669921637849,265.11247725112156,6.077456369803372,6.16992436770596
11,PGC021614,PGC21614,115.632,16.5612,7.798301105232589,0.1069967023664952,0.1084851747656685,CF4,172.84758687488682,4.0,LEDA,,,4.0,2.018159120666083,0.005044830012571638,0.05943198342404334,1.5113293004235313,8.501971117391244,0.12371589521287163,0.1256021037123336,729.076518285608,43.08436837005625,43.58986361620211,275.8388671765924,8.228525989498337,8.308349857072471
12,UGC04115,PGC22277,119.259,14.391,7.691304402866094,0.1055286525742618,0.1069967023664952,CF4,222.34111983350223,6.0,LEDA,,,6.0,2.0814622126359175,0.004383749288150523,0.12246454768726024,1.4480235828781138,8.179960620416656,0.11854525883173217,0.12034791935382394,768.4419230200639,56.2426971993312,56.911942674449385,305.18082307056216,9.627588460067727,9.673039282156992
13,ESO495-021,PGC24171,129.0633,-26.4093,8.053784411990671,0.2554833067580819,0.2638532990360431,CF4,571.9098072004841,9.0,LEDA,,,9.0,2.2525795284891976,-0.008044732824373122,0.28980355036744004,1.276774753471444,7.862021006487274,0.23893795688852837,0.24692530226810394,699.2800728315781,189.66860903072367,194.21286707591557,563.7565455714443,9.721195233324579,9.442763679445534
14,ESO496-010,PGC24781,132.2749,-26.3215,8.394599865193978,0.3036408734101439,0.315036034366825,CF4,519.3701878521875,10.0,LEDA,,,10.0,2.3086325227462474,-0.00801798741491585,0.34296333162477455,1.2207265727955676,7.948956693296977,0.27843929542482293,0.28936379796485223,993.1338775887274,475.02557668139235,489.4038616683297,499.77618559180235,11.31710854098327,11.0616767043918
15,NGC2835,PGC26259,139.4703,-22.3546,11.857687481671608,0.8929055202397631,0.9656183448886236,CF4,602.0549205496354,2.0,LEDA,,,2.0,2.4342159437442477,-0.006809600572363956,0.4579002714177847,1.0951644588391956,10.654560648019078,0.8486267060221824,0.9301905628352518,-190.83781075136852,191.58103497596696,204.63687493901693,525.5230139749048,6.5726375294914305,5.928265704040541
16,NGC2915,PGC26761,141.5493,-76.6264,4.187935651179182,0.0574606312775713,0.0582599882839476,CF4,188.9964952055664,3.0,LEDA,,,3.0,2.470501338893209,-0.023341736255544247,0.489922356449604,1.0587956407517753,4.0838723413619915,0.06389284216129809,0.06499340980415713,470.4500014641655,63.847507987231396,64.69796744144226,241.75904373994206,7.1030336202865385,7.047283639594525
17,NGC2903,PGC27077,143.0421,21.5014,8.953647655495944,0.3635124404419798,0.3788953524739735,CF4,442.0650859129727,2.0,LEDA,,,2.0,2.496555613966981,0.006549700989801936,0.5122328895787315,1.0330136760702824,7.7220207748985485,0.3309322829318688,0.3516267593518885,-843.5213889978975,808.704736076489,846.8848671893932,371.059867990177,5.817166852875005,5.348167859051557
18,UGC05086,PGC27115,143.2034,21.4657,8.27942163712334,0.3361392898805242,0.3503638405463611,CF4,393.8593716230236,34.0,LEDA,,,34.0,2.4993708300504474,0.00653882614791555,0.514648426865541,1.030198773050304,7.108908567125004,0.2970090881042804,0.3170867966562092,-1887.8708077931117,3330.185881805442,3487.6798588546667,331.8426588374274,34.87487595020082,33.39539630643367
19,PGC2806961,PGC2806961,137.2236,14.5829,9.3756200692588,0.4631106879213451,0.4871747870533003,CF4,172.26569695583245,6.0,LEDA,,,6.0,2.3950036314396907,0.004442205371007593,0.4225713979069347,1.1345157216923263,8.497779814813708,0.4199845433134257,0.4482827118171233,-24467.141621636856,200654.64438974948,212142.54501735154,153.9489872755891,12.877867328690968,12.992859246128518
20,PGC2807061,PGC2807061,105.1176,-4.2071,6.516283940608428,0.2645570128515695,0.2757523855634183,CF4,110.49003755469128,4.0,LEDA,,,4.0,1.8346482217943914,-0.0012815559467846617,-0.123637099288322,1.694750601581258,7.986542887692137,0.27302671061542405,0.2842627940232827,540.2241631229122,39.83525446202435,40.906655532494156,274.8628205533123,10.956737429200814,11.021863071603264
